time,close,high,low,open,volume,flow_vol_z20,flow_money_proxy5,uso_ret5,gld_ret5,eurusd_ret5,usdjpy_ret5,usd_strength,breadth_proxy
2015-02-13 16:00:00+00:00,174.6652405,174.7151972,173.8159767,174.0824124,93655972,-1.127414222,-0.244472946,0.00770416,-0.005563048,0.006434079,-0.002200811,-0.004317445,-0.000755447
2015-02-17 16:00:00+00:00,174.9816328,175.1148507,174.0990647,174.3321959,78090001,-1.477861972,-0.136296939,0.001011634,-0.026516741,0.007060101,0.0052111,-0.000924501,-0.000909179
2015-02-18 16:00:00+00:00,174.9733067,175.0315895,174.3072175,174.5403487,82847207,-1.208136657,-0.20167093,0.016895459,-0.017979235,0.007191925,-0.005399541,-0.006295733,0.000854176
2015-02-19 16:00:00+00:00,174.8317628,175.1981118,174.2156303,174.3738264,99276217,-0.700286655,0.088725555,0.031874662,-0.009652345,0.004822696,-0.010132564,-0.00747763,0.002974082
2015-02-20 16:00:00+00:00,175.9141577,175.9557883,173.7909984,174.3738264,148444545,0.6889196890093617,0.5179930884461614,-0.027632951,-0.017555821,-0.002060762,0.001181347,0.001621055,0.001205342
2015-02-23 16:00:00+00:00,175.8392227,175.8558749,175.2480685,175.6560482,82222749,-1.075275195,-0.116176009,-0.076962283,-0.021613833,-0.00473763,0.001098624,0.002918127,0.000603786
2015-02-24 16:00:00+00:00,176.3554418,176.5552686,175.4811997,175.7726138,78176941,-1.133273588,0.008973233,-0.088428499,-0.00646496,-0.005673373,-0.00285628,0.001408547,-0.001397191
2015-02-25 16:00:00+00:00,176.1889195,176.7134648,175.864201,176.2138979,80827289,-0.964676172,-0.017603213,-0.031671859,-0.005501117,-0.003118517,0.000905511,0.002012014,-0.001472966
2015-02-26 16:00:00+00:00,175.9890928,176.2721807,175.3896125,176.1389628,78900926,-0.924905923,-0.199977325,-0.056020942,0.00112127,-0.014354656,0.003344861,0.008849759,-0.004793972
2015-02-27 16:00:00+00:00,175.3979386,176.1639412,175.3812864,175.8891794,105082786,-0.139358106,-0.294184767,-0.028418231,0.007633588,-0.016208189,0.004480464,0.010344326,-0.002512788
2015-03-02 16:00:00+00:00,176.5053119,176.5635947,175.4478953,175.5061781,91045743,-0.491984133,0.1115005358005338,0.011595803,0.002165815,-0.013861439,0.010919518,0.012390479,-0.003182071
2015-03-03 16:00:00+00:00,175.7809399,176.1722673,174.9150239,176.0640278,116765482,0.7338483630982197,0.4887395312227167,0.024944568,0.001821968,-0.013823422,0.006427162,0.010125292,-0.001461057
2015-03-04 16:00:00+00:00,175.0232634,175.2563946,174.0657602,175.1981118,119020654,0.9196839796946096,0.4627883902871204,0.019302949,-0.005099395,-0.025065777,0.006934568,0.016000172,-0.002942434
2015-03-05 16:00:00+00:00,175.2730469,175.5145042,174.7235233,175.3396558,83848904,-0.758069186,0.058387431,0.03771492,-0.009218575,-0.015295693,0.005645529,0.010470611,0.000423937
2015-03-06 16:00:00+00:00,172.7668863,174.7984583,172.4338417,174.3321959,181693201,3.0277151795397788,0.7031116469970446,0.006622517,-0.037017906,-0.03110597,0.009970236,0.020538103,-0.00179602
2015-03-09 16:00:00+00:00,173.4829321,173.8409551,172.8334952,172.9833652,97844900,-0.098280112,0.05627627,0.001637555,-0.032071231,-0.030559656,0.010119454,0.020339555,-0.002014148
2015-03-10 16:00:00+00:00,170.6853575,172.1923843,170.6603792,172.1007971,165271390,2.0803952870695905,0.3743827230736194,-0.031368307,-0.035074045,-0.042565749,0.011894562,0.027230156,-0.001524754
2015-03-11 16:00:00+00:00,170.2690518,171.1016633,170.1857906,170.9268148,121840361,0.5728295183627821,-0.004115931,-0.065228827,-0.037876813,-0.047968048,0.014759839,0.031363944,0.001387598
2015-03-12 16:00:00+00:00,172.45882,172.5004506,170.8518798,170.8851843,100528595,-0.158272856,0.1796753278208538,-0.06787814,-0.037217391,-0.03665529,0.010565507,0.023610398,0.000936137
2015-03-13 16:00:00+00:00,171.3847512,172.2922977,170.3356607,172.1507537,171420488,1.8945576643852025,-0.064086476,-0.077850877,-0.008760951,-0.032496416,0.005260827,0.018878622,0.000943798
2015-03-16 16:00:00+00:00,173.7160634,173.7576939,172.0841448,172.0841448,147089314,1.0498343962718049,0.5053107186699117,-0.108991826,-0.010359918,-0.02429176,-0.000440581,0.011925589,0.002731252
2015-03-17 16:00:00+00:00,173.1748659,173.5328888,172.3339283,172.891778,103617858,-0.277609681,-0.363899811,-0.108877722,-0.01085981,-0.01042805,0.002011441,0.006219745,0.001214007
2015-03-18 16:00:00+00:00,175.1981118,175.8975055,172.0341881,172.6419945,241441102,2.807534178667673,1.0389835944970771,-0.056837366,0.01462754,0.028532016,-0.011044764,-0.01978839,0.00127078
2015-03-19 16:00:00+00:00,174.4321093,175.0898723,174.0407818,174.8817195,128549420,0.1490280187488083,0.2933662702634065,-0.077981651,0.014179913,0.003971092,-0.004755664,-0.004363378,-0.00017553
2015-03-20 16:00:00+00:00,176.0128248,176.4895524,175.310279,175.3520972,171657538,1.1035411912558148,0.028424199,-0.023186683,0.024260462,0.03090087,-0.011290084,-0.021095477,0.001337217
2015-03-23 16:00:00+00:00,175.636461,176.5648252,175.636461,175.9960976,72693102,-1.132519416,-0.50032597,0.026299694,0.031405108,0.035254333,-0.013276815,-0.024265574,0.002757099
2015-03-24 16:00:00+00:00,174.6495514,175.9710066,174.5826422,175.5277337,79540433,-0.981078555,-0.225830683,0.052005013,0.039560838,0.029216474,-0.012473104,-0.020844789,0.002977543
2015-03-25 16:00:00+00:00,172.0902772,175.0928243,172.048459,174.8084605,171234300,0.9878073177460748,-0.303363106,0.035799523,0.021002047,0.010554211,-0.004659627,-0.007606919,0.001753539
2015-03-26 16:00:00+00:00,171.6804588,172.6004593,170.7186401,171.4211859,162073457,0.7015696074974386,0.2408983498870196,0.1324626865671643,0.028408585,0.020264317,-0.012840367,-0.016552342,0.002990687
2015-03-27 16:00:00+00:00,172.0819136,172.2491864,171.3793677,171.5884588,121482004,-0.254414972,-0.308105335,0.043213634,0.013119662,0.006756538,-0.00769596,-0.007226249,0.004195542
2015-03-30 16:00:00+00:00,174.1644602,174.4739149,173.0939141,173.0939141,94678431,-0.884973406,0.2915246838453218,0.02681764,-0.004724823,-0.010539589,0.002158385,0.006348987,0.002412621
2015-03-31 16:00:00+00:00,172.6506412,174.0473692,172.5920957,173.3448234,121384611,-0.267843915,0.5086079817810745,0.002977963,-0.007942742,-0.015089962,0.001619528,0.008354745,0.00458336
2015-04-01 16:00:00+00:00,172.0400954,172.6422775,171.0448221,172.6422775,147702691,0.3137528449034216,-0.137674983,0.012672811,0.007583021,-0.017649876,0.000585703,0.009117789,0.00426577
2015-04-02 16:00:00+00:00,172.6255502,173.1106414,171.7891861,171.9397317,91284296,-1.023987185,-0.433671542,-0.035694673,-0.001731902,-0.001378018,0.004144243,0.002761131,0.005577112
2015-04-06 16:00:00+00:00,173.8299145,174.3400966,171.630277,171.7808225,113536418,-0.430934195,-0.055911884,0.075262544,0.014166522,0.003874314,0.002899974,-0.00048717,0.004347372
2015-04-07 16:00:00+00:00,173.3615506,174.5910059,173.3364597,173.8466418,78927645,-1.220058669,-0.170203999,0.1062100986651188,0.020747253,-0.000632555,0.002137073,0.001384814,0.003629793
2015-04-08 16:00:00+00:00,173.9804601,174.3819149,173.1942778,173.5706417,95376096,-0.749161389,-0.208213322,0.07304038,0.015924688,0.004171303,0.001008485,-0.001581409,0.001551178
2015-04-09 16:00:00+00:00,174.7331878,174.9506424,173.2862779,173.8131873,95310611,-0.709284162,-0.34461187,0.02559727,-0.008044983,-0.00957311,0.008136506,0.008854808,0.000179881
2015-04-10 16:00:00+00:00,175.6866428,175.7117338,174.7666423,174.9757334,77321442,-1.079077141,-0.137939904,0.048405467,0.005898681,-0.02448437,0.004077012,0.014280691,-0.003693149
2015-04-13 16:00:00+00:00,174.8502787,176.1550067,174.8251878,175.5026427,81679499,-0.885911982,-0.276364792,0.003798155,-0.013283058,-0.033138384,0.004774678,0.018956531,-0.004647854
2015-04-14 16:00:00+00:00,175.2099153,175.3939154,174.0473692,174.6830059,79768915,-0.844536194,0.021434299,-0.012591815,-0.014382913,-0.016225831,-0.006875595,0.004675118,-0.003057344
2015-04-15 16:00:00+00:00,176.0295521,176.5062797,175.5946428,175.6950065,103267586,-0.303258589,0.095492964,0.090758163,-0.00034641,-0.010055773,-0.007959834,0.001047969,-0.001264266
2015-04-16 16:00:00+00:00,175.9710066,176.4560978,175.4691882,175.6699156,71965885,-1.088335601,-0.239584195,0.1059345535219078,0.003139444,0.008564076,-0.012392427,-0.010478251,-0.00257845
2015-04-17 16:00:00+00:00,173.9470055,174.9924606,173.1357323,174.7833696,196990812,2.227268895923954,1.522459710736896,0.077675177,-0.003104519,0.018983313,-0.010305075,-0.014644194,0.000550463
2015-04-20 16:00:00+00:00,175.5110064,175.845552,174.7666423,174.8753697,92230441,-0.423217254,0.1334418589771733,0.075135135,-0.003647733,0.016699615,-0.006984299,-0.011841957,-0.000361268
2015-04-21 16:00:00+00:00,175.3019154,176.3557341,175.0008243,176.1800977,74174577,-0.93019673,-0.069643546,0.033475027,0.008213911,0.008636519,0.001737078,-0.003449721,-0.001011999
2015-04-22 16:00:00+00:00,176.1884613,176.3473705,174.7164605,175.6699156,86140077,-0.609494809,-0.165102598,-0.017757484,-0.013861215,0.004505264,0.006747967,0.001121351,-0.004169134
2015-04-23 16:00:00+00:00,176.6484616,177.2506437,175.6448246,175.7786429,109612418,0.1505893028253817,0.5289800850838877,-0.009027081,-0.003216552,0.005224019,0.004258232,-0.000482894,-0.001910181
2015-04-24 16:00:00+00:00,177.033189,177.2840983,176.5648252,177.05828,59269345,-1.306858773,-0.69378822,-0.008568548,-0.022058824,0.006228396,-0.000281643,-0.003255019,-0.00572787
2015-04-27 16:00:00+00:00,176.2553704,177.710644,176.0880976,177.593553,83732761,-0.45688063,-0.08828494,-0.018602313,0.005317294,0.01190382,-0.0007046,-0.00630421,-0.005579161
2015-04-28 16:00:00+00:00,176.8408253,176.8910072,175.0844607,176.2302795,95861372,-0.062588656,0.3037203181926371,0.007712082,0.008233663,0.02134822,-0.006919548,-0.014133884,-0.006099293
2015-04-29 16:00:00+00:00,176.079734,176.7153707,175.3019154,175.9040975,136185642,1.2006041657316504,0.5800032397494839,0.039256198,0.014758851,0.036164856,-0.008069962,-0.022117409,-0.00423785
2015-04-30 16:00:00+00:00,174.3986421,175.9291884,173.6459144,175.5528246,167383533,2.041508035445083,0.5076002884323436,0.037955466,-0.01037851,0.03674798,-0.000756876,-0.018752428,-0.002629862
2015-05-01 16:00:00+00:00,176.2386432,176.2804614,175.0342788,175.1430062,104460407,0.1294968613624165,0.75455923,0.037112354,0.000265369,0.029859326,0.010903067,-0.00947813,0.000369402
2015-05-04 16:00:00+00:00,176.7990071,177.3259165,176.5564615,176.6568252,75894154,-0.668605446,-0.09081895,0.038934426,-0.010665048,0.025058382,0.008272302,-0.00839304,0.001787738
2015-05-05 16:00:00+00:00,174.7331878,176.8575526,174.5742786,176.4811887,122701747,0.6622198579514356,0.2647362680619087,0.059183673,-0.016418809,0.019306427,0.009361878,-0.004972275,0.001715432
2015-05-06 16:00:00+00:00,173.9971874,175.5779155,172.9266413,175.2517335,146644943,1.2429185902030624,0.064066139,0.034791252,-0.009955848,0.020400725,0.003475286,-0.008462719,0.002313938
2015-05-07 16:00:00+00:00,174.6913696,175.1179153,173.5706417,173.88846,90082914,-0.360682932,-0.460914009,-0.015114578,-0.000440645,0.002912162,0.002008704,-0.000451729,-0.001432735
2015-05-08 16:00:00+00:00,177.0164618,177.1837346,176.2971886,176.3390068,150368352,1.2151011737079391,0.4458300324700719,0.000980392,0.007870534,0.001120806,-0.003785106,-0.002452956,-0.002102285
2015-05-11 16:00:00+00:00,176.1382795,177.2171891,176.079734,176.9244617,78709539,-0.75970807,0.033220401,0.004930966,-0.004995618,-0.000313925,6.24386020413592e-05,0.000188182,-0.001474953
2015-05-12 16:00:00+00:00,175.6197337,176.1633704,174.4906422,175.2935517,121677402,0.3709775762165382,-0.003316895,-0.000963391,0.000699178,0.003519804,-0.000783689,-0.002151747,-0.000901421
2015-05-13 16:00:00+00:00,175.6866428,176.6568252,175.4190063,176.0462794,95297523,-0.35217539,-0.343838058,-0.010086455,0.019150052,0.000709936,-0.001712781,-0.001211358,-0.002075143
2015-05-14 16:00:00+00:00,177.5182802,177.5768257,176.3975523,176.6735525,99211482,-0.288730156,0.1191573286546681,0.016336634,0.03315112,0.014064967,-0.004180588,-0.009122777,-0.002668801
2015-05-15 16:00:00+00:00,177.6771894,177.8193713,177.2004619,177.6688258,81505232,-0.765560184,-0.455939661,0.00489716,0.03123629,0.021097517,-0.002835002,-0.011966259,-0.000334519
2015-05-18 16:00:00+00:00,178.2291897,178.4800989,177.4513711,177.5099166,81673998,-0.733395692,0.049981215,0.002944063,0.035144896,0.016028675,-0.001752334,-0.008890504,-0.00078275
2015-05-19 16:00:00+00:00,178.1706442,178.6222808,177.8862804,178.363008,75221598,-0.958553008,-0.372815289,-0.053519769,0.012139738,-0.006792079,0.006620693,0.006706386,-0.002549145
2015-05-20 16:00:00+00:00,178.0451896,178.7979173,177.7357349,178.2793716,84044027,-0.649882915,-0.106248587,-0.037360505,-0.004032604,-0.021648703,0.016943251,0.019295977,-0.001448688
2015-05-21 16:00:00+00:00,178.5637354,178.7728264,177.7357349,177.9280986,70602792,-1.015499656,-0.284169632,-0.001461276,-0.01271548,-0.025713885,0.015412747,0.020563316,0.000534961
2015-05-22 16:00:00+00:00,178.1455533,178.5971899,178.0702805,178.1622806,58492051,-1.415726638,-0.280460446,-0.013157895,-0.016421339,-0.037916017,0.017879051,0.027897534,-9.61E-05
2015-05-26 16:00:00+00:00,176.2302795,177.7273713,175.8120975,177.6353712,132179076,0.9431936661661752,0.600223316,-0.036692759,-0.030718176,-0.038655811,0.02568069,0.032168251,-0.001317749
2015-05-27 16:00:00+00:00,177.8695531,178.128826,176.3473705,176.6651888,99320790,-0.139893123,0.3181446572810489,-0.007641365,-0.017257744,-0.021996365,0.025633056,0.023814711,-0.000725264
2015-05-28 16:00:00+00:00,177.7273713,177.802644,176.9997345,177.593553,81469066,-0.649503576,-0.032368592,-0.014112903,-0.017746382,-0.012475848,0.02145011,0.016962979,-0.002441499
2015-05-29 16:00:00+00:00,176.5815524,177.6688258,176.3222796,177.6437348,121287953,0.8764414698304039,0.6988219319666777,-0.008292683,-0.013743625,-0.010441796,0.025392997,0.017917396,-0.001665767
2015-06-01 16:00:00+00:00,176.9244617,177.593553,176.1550067,177.267371,102092565,0.1414887468439435,0.7334453802504539,0.005432099,-0.01384083,-0.008227127,0.027305973,0.01776655,-0.002676243
2015-06-02 16:00:00+00:00,176.7990071,177.4680984,175.8622793,176.4895524,96596423,-0.112742401,-0.266841921,0.05027933,0.004828373,0.023983723,0.008634532,-0.007674595,-0.001152495
2015-06-03 16:00:00+00:00,177.2422801,177.8695531,176.7571889,177.2840983,93273355,-0.189946138,-0.064199771,0.035420945,-0.002195101,0.033374168,0.004590363,-0.014391903,-0.001073337
2015-06-04 16:00:00+00:00,175.8622793,177.1168255,175.42737,176.5731888,160115031,2.332715427495874,0.944722983,0.005112474,-0.010349062,0.022275026,0.004708771,-0.008783128,-0.000905349
2015-06-05 16:00:00+00:00,175.4357336,176.1215522,174.7833696,175.5779155,116879139,0.6353422172922394,-0.042602997,-0.021151008,-0.01630149,0.011075028,0.01199942,0.000462196,0.000877084
2015-06-08 16:00:00+00:00,174.3651876,175.4859155,174.2899148,175.3270063,96148820,-0.047994369,-0.071842365,-0.031925344,-0.01254386,0.032833566,-0.002282419,-0.017557993,0.000945252
2015-06-09 16:00:00+00:00,174.3568239,174.8837333,173.7044599,174.331733,110099215,0.4779102098297997,0.1240413956244022,-0.022727273,-0.01432815,0.01300274,0.002430344,-0.005286198,-0.000435847
2015-06-10 16:00:00+00:00,176.4310069,176.8073707,175.0593698,175.1179153,145938866,1.811847949936959,0.5574745303929785,0.023301934,0.001231961,0.004328966,-0.011435536,-0.007882251,7.7624578410318e-05
2015-06-11 16:00:00+00:00,176.9997345,177.384462,176.6400979,176.8826435,78051399,-0.820887034,-0.50937632,0.042217701,0.003722084,0.003417461,-0.006378899,-0.00489818,-0.000211741
2015-06-12 16:00:00+00:00,175.6448246,176.3390068,175.3688245,176.1550067,143730699,1.5306868284446873,0.231203481,0.018592965,0.008820385,0.013396372,-0.017465302,-0.015430837,-0.001069154
2015-06-15 16:00:00+00:00,174.892097,175.1680971,173.7880963,174.4822785,135139147,1.1003622353424602,0.4097679023594345,0.022323694,0.010304699,-0.000443249,-0.009307086,-0.004431919,-0.001169792
2015-06-16 16:00:00+00:00,175.845552,175.9291884,174.565915,174.7164605,90518510,-0.503476955,-0.170826121,0.002474023,0.004431838,-0.004502949,-0.007229129,-0.00136309,-0.000754855
2015-06-17 16:00:00+00:00,176.1299158,176.7404616,175.1262789,176.1215522,141655248,1.1990999795397237,-0.031008614,-0.020833333,0.000615222,0.00465071,0.00561912,0.000484205,0.000484968
2015-06-18 16:00:00+00:00,177.9615532,178.4299171,176.6233706,176.6651888,183455666,2.191430078284322,1.3632192207799916,-0.006344558,0.018188239,0.011213424,-0.004834103,-0.008023764,0.000295599
2015-06-19 16:00:00+00:00,177.1799234,177.8018728,176.8773534,177.6926114,126136670,0.3417752686825333,-0.114739726,-0.012333498,0.016691689,0.007475242,-0.005796972,-0.006636107,-0.001644064
2015-06-22 16:00:00+00:00,178.0876333,178.6759637,177.88592,178.1380616,73575425,-1.454768564,-0.445610261,0.000496278,-0.000791348,0.006217102,-1.22E-05,-0.003114628,-0.000396793
2015-06-23 16:00:00+00:00,178.2137041,178.5498929,177.8186822,178.3313702,71092037,-1.369701705,-0.204036283,0.010365252,-0.003794564,-0.005968822,0.00336954,0.004669181,-0.001696749
2015-06-24 16:00:00+00:00,176.9193771,178.3229655,176.9025676,177.9363483,92804293,-0.651021997,-0.341921546,0,-0.011067194,-0.013812738,0.00233867,0.008075704,-0.0027985
2015-06-25 16:00:00+00:00,176.3814749,177.5497311,176.3058324,177.4488745,95737041,-0.591016941,-0.482779591,-0.018664047,-0.024973985,-0.01484846,0.004816936,0.009832698,-0.002316162
2015-06-26 16:00:00+00:00,176.347856,176.9866148,175.7931444,176.7344732,100698371,-0.393071778,-0.205421594,-0.001998002,-0.022237665,-0.015487242,0.009444956,0.012466099,-0.000561837
2015-06-29 16:00:00+00:00,172.6497788,175.5073839,172.5741363,174.8350062,206748525,2.407686427255312,1.7242182896711855,-0.032242063,-0.005015839,-0.011198322,-0.006088891,0.002554716,-0.001919403
2015-06-30 16:00:00+00:00,173.0111818,174.2466758,172.5321127,174.2466758,175823965,1.394112448923524,1.4009890926396684,-0.028822667,-0.004606254,-0.003628749,-0.011737639,-0.004054445,-0.000122563
2015-07-01 16:00:00+00:00,174.3979608,174.843411,173.607917,174.6416977,142755067,0.4798103667232268,0.5163151232777305,-0.054923305,-0.005417888,-0.015068157,-0.00427083,0.005398663,-0.001438339
2015-07-02 16:00:00+00:00,174.2382711,175.0451243,173.8264397,174.8770298,108529987,-0.352821206,0.1198512361578993,-0.052552553,-0.00604767,-0.010426058,-0.004304346,0.003060856,-3.22E-05
2015-07-06 16:00:00+00:00,173.7423925,174.5240316,172.7506354,172.9187299,128305619,0.1586730816544353,0.2553327086127557,-0.112612613,-0.004442075,-0.011174959,-0.009679503,0.000747728,-0.002926722
2015-07-07 16:00:00+00:00,174.8350062,174.9526723,171.5571651,173.9188917,190868404,1.5958851286425288,-0.065124046,-0.089697591,-0.020429822,-0.018790558,-0.001071982,0.008859288,-0.000471066
2015-07-08 16:00:00+00:00,171.9017586,173.7760114,171.6664264,173.4230131,177868837,1.1475390815729622,0.005143209,-0.125754527,-0.011390941,-0.005649312,-0.012493771,-0.00342223,-0.00185824
2015-07-09 16:00:00+00:00,172.2127333,174.2718899,172.1959238,174.0029389,154268819,0.5632670864318706,0.06711317,-0.072774869,-0.005536703,0.002169993,-0.013179605,-0.007674799,0.000450419
2015-07-10 16:00:00+00:00,174.3811513,174.8013874,173.5490839,174.2130569,139477193,0.13925397,0.2862027542717087,-0.066561014,-0.002415891,0.006445124,-0.002640902,-0.004543013,-0.001816664
2015-07-13 16:00:00+00:00,176.3058324,176.4150938,175.6082406,175.6586689,113226682,-0.482431671,-0.104503307,-0.012408347,-0.009548456,-0.005847503,0.007683152,0.006765328,-0.001113912
2015-07-14 16:00:00+00:00,177.070662,177.3816367,176.2133805,176.2385946,86811769,-1.051564511,-0.539358797,-0.002252252,-0.000180571,-6.81E-05,0.0065204,0.003294267,-0.004471482
2015-07-15 16:00:00+00:00,177.011829,177.5749453,176.5411646,177.0958762,105795382,-0.617685591,-0.387524367,-0.00863061,-0.008371591,-0.012049281,0.025018302,0.018533791,-0.00672947
2015-07-16 16:00:00+00:00,178.4322268,178.4322268,177.8018728,178.0288002,112253982,-0.420454205,-0.246068938,-0.037267081,-0.014367816,-0.016011428,0.020240902,0.018126165,-0.00926531
2015-07-17 16:00:00+00:00,178.5835118,178.6423449,178.0119908,178.4658457,94617966,-0.772346574,-0.305276119,-0.038483305,-0.025473137,-0.029397662,0.011023391,0.020210526,-0.013374179
2015-07-20 16:00:00+00:00,178.6759637,179.1718423,178.3565843,178.8272487,71017250,-1.247094205,-0.364355163,-0.046830383,-0.047661952,-0.013584816,0.005585959,0.009585388,-0.014924777
2015-07-21 16:00:00+00:00,177.9699672,178.8020346,177.6673972,178.5582976,82999964,-0.978967255,-0.039053062,-0.045711061,-0.048491963,-0.006391474,0.00432553,0.005358502,-0.012956685
2015-07-22 16:00:00+00:00,177.6505878,177.9867766,177.2471612,177.2639706,93216922,-0.776663384,-0.115714697,-0.051654092,-0.0486565,-0.001238823,0.001226637,0.00123273,-0.007931688
2015-07-23 16:00:00+00:00,176.650426,177.88592,176.289023,177.793468,98075340,-0.662959049,-0.135033156,-0.053372434,-0.049471574,0.00950959,-0.002291168,-0.005900379,-0.005113566
2015-07-24 16:00:00+00:00,174.8181968,176.8101157,174.482008,176.709259,123118432,-0.05732914,0.2737809376052655,-0.056503826,-0.030372757,0.013648095,-0.002107307,-0.007877701,-1.38E-05
2015-07-27 16:00:00+00:00,173.8012256,174.4399844,173.3557753,173.9609153,137457004,0.2701524848021799,0.8827372880906579,-0.062312762,-0.00794702,0.023533158,-0.00827407,-0.015903614,0.002307291
2015-07-28 16:00:00+00:00,175.9360247,176.078905,173.8096303,174.6501024,133422028,0.2983726354921862,0.5891236389314234,-0.062684802,-0.003321629,0.011754218,-0.002385546,-0.007069882,0.002123361
2015-07-29 16:00:00+00:00,177.1463045,177.373232,175.92762,176.0284766,111813526,-0.27386801,0.1960932309876479,-0.006119951,0.003530534,0.005226903,-0.000967212,-0.003097057,0.001722137
2015-07-30 16:00:00+00:00,177.1883281,177.3564225,176.0116672,176.6672354,100862775,-0.563159322,0.031552917,-0.002478315,-0.000575098,-0.00424128,0.0015175,0.00287939,0.001068166
2015-07-31 16:00:00+00:00,176.9193771,177.7178255,176.6336165,177.7094208,103833023,-0.457633232,-0.146504594,-0.027448534,-0.003986711,0.000651353,0.000464344,-9.35E-05,0.003483668
2015-08-03 16:00:00+00:00,176.3226419,176.9445912,175.3645037,176.9445912,123705266,0.1937109364652501,-0.086987837,-0.03514377,-0.007247759,-0.012427177,0.005483652,0.008955415,0.003245509
2015-08-04 16:00:00+00:00,175.9780483,176.7008543,175.4905745,176.2469994,89749651,-0.877677312,-0.327164414,-0.039747634,-0.006760617,-0.016249362,0.005777844,0.011013603,0.003768657
2015-08-05 16:00:00+00:00,176.557974,177.6001595,176.2722135,176.8353298,90496377,-0.826400458,-0.193337088,-0.074507389,-0.011790435,-0.007102952,0.006704424,0.006903688,0.002451807
2015-08-06 16:00:00+00:00,175.112362,176.8437346,174.5240316,176.7260685,122026822,0.8070709771794289,0.1956555500465657,-0.076397516,0.001150858,-0.001658951,0.005468423,0.003563687,0.003647636
2015-08-07 16:00:00+00:00,174.7761732,175.1039573,173.8684633,174.9526723,119255829,0.7689109247569614,0.1346213255091879,-0.066067992,-0.002668446,-0.00191182,0.002752486,0.002332153,0.00218476
2015-08-10 16:00:00+00:00,176.9782101,177.0622573,175.8940011,175.9024058,84576765,-1.083795704,-0.313762264,-0.013907285,0.01556196,0.00591281,0.005514254,-0.000199278,0.004256081
2015-08-11 16:00:00+00:00,175.3813131,176.0536908,174.6164835,175.62505,125532894,1.059040566336927,0.3939576935068301,-0.047963206,0.018694277,0.014404814,0.00648486,-0.003959977,0.004139373
2015-08-12 16:00:00+00:00,175.5914311,175.776335,172.5993505,174.0953908,191949205,3.076154982945954,1.1094590876094474,-0.039254824,0.036755509,0.023080063,-0.003830773,-0.013455418,0.004479959
2015-08-13 16:00:00+00:00,175.3729084,176.1209286,174.8350062,175.4485509,99483002,-0.390320448,-0.183531791,-0.052454607,0.02366127,0.021593042,-0.002889675,-0.012241359,0.002641765
2015-08-14 16:00:00+00:00,176.0116672,176.078905,175.0367195,175.1795998,76927560,-1.169536089,-0.350376731,-0.039148352,0.021022456,0.013499585,0.000591649,-0.006453968,0.002834466
2015-08-17 16:00:00+00:00,176.9950195,176.9950195,174.9526723,175.4317414,86805168,-0.867636734,0.02644518,-0.067159167,0.013337117,0.005451385,-0.001516428,-0.003483906,0.000770285
