time,close,high,low,open,volume
2014-12-31 05:00:00+00:00,172.8501474,173.16653977,172.8501474,173.008343585,0.0
2014-12-31 06:00:00+00:00,172.8501474,173.16653977,172.8501474,173.008343585,0.0
2014-12-31 07:00:00+00:00,172.8501474,173.16653977,172.8501474,173.008343585,0.0
2014-12-31 08:00:00+00:00,172.8501474,173.16653977,172.8501474,173.008343585,0.0
2014-12-31 09:00:00+00:00,172.8501474,173.16653977,172.8501474,173.008343585,0.0
2014-12-31 10:00:00+00:00,173.0166697,173.24980092,172.941734665,173.14988754,8244423.0
2014-12-31 11:00:00+00:00,173.26645315,173.33306207,173.0166697,173.0166697,10638916.0
2014-12-31 12:00:00+00:00,173.108256965,173.29975761,173.03332193,173.26645315,12957574.0
2014-12-31 13:00:00+00:00,172.475472225,173.13323531,172.31727604,173.11658308,15478630.0
2014-12-31 14:00:00+00:00,172.475472225,172.741907905,172.3505805,172.475472225,10454942.0
2014-12-31 15:00:00+00:00,171.842687485,172.475472225,171.609556265,172.475472225,21187330.0
2014-12-31 16:00:00+00:00,171.10166325,172.13410151,171.0184021,171.842687485,46440055.0
2014-12-31 17:00:00+00:00,171.10166325,172.13410151,171.0184021,171.842687485,0.0
2014-12-31 18:00:00+00:00,171.10166325,172.13410151,171.0184021,171.842687485,0.0
2014-12-31 19:00:00+00:00,171.10166325,172.13410151,171.0184021,171.842687485,0.0
2014-12-31 20:00:00+00:00,171.10166325,172.13410151,171.0184021,171.842687485,0.0
2015-01-02 05:00:00+00:00,171.10166325,172.13410151,171.0184021,171.842687485,0.0
2015-01-02 06:00:00+00:00,171.10166325,172.13410151,171.0184021,171.842687485,0.0
2015-01-02 07:00:00+00:00,171.10166325,172.13410151,171.0184021,171.842687485,0.0
2015-01-02 08:00:00+00:00,171.10166325,172.13410151,171.0184021,171.842687485,0.0
2015-01-02 09:00:00+00:00,171.10166325,172.13410151,171.0184021,171.842687485,0.0
2015-01-02 10:00:00+00:00,171.93427475,172.25066712,171.759426335,171.8510136,15879446.0
2015-01-02 11:00:00+00:00,170.876858145,171.98423144,170.55213966,171.892644175,28975654.0
2015-01-02 12:00:00+00:00,170.643726925,170.93514095,170.244073405,170.90183649,18191307.0
2015-01-02 13:00:00+00:00,170.53548743,171.0184021,170.477204625,170.643726925,14360582.0
2015-01-02 14:00:00+00:00,170.3523129,170.677031385,170.00261607,170.543813545,11085557.0
2015-01-02 15:00:00+00:00,170.726988075,170.960119295,170.310682325,170.343986785,13111580.0
2015-01-02 16:00:00+00:00,171.043380445,171.41805562,170.377291245,170.73531419,25655078.0
2015-01-02 17:00:00+00:00,171.043380445,171.41805562,170.377291245,170.73531419,0.0
2015-01-02 18:00:00+00:00,171.043380445,171.41805562,170.377291245,170.73531419,0.0
2015-01-02 19:00:00+00:00,171.043380445,171.41805562,170.377291245,170.73531419,0.0
2015-01-02 20:00:00+00:00,171.043380445,171.41805562,170.377291245,170.73531419,0.0
2015-01-05 05:00:00+00:00,171.043380445,171.41805562,170.377291245,170.73531419,0.0
2015-01-05 06:00:00+00:00,171.043380445,171.41805562,170.377291245,170.73531419,0.0
2015-01-05 07:00:00+00:00,171.043380445,171.41805562,170.377291245,170.73531419,0.0
2015-01-05 08:00:00+00:00,171.043380445,171.41805562,170.377291245,170.73531419,0.0
2015-01-05 09:00:00+00:00,171.043380445,171.41805562,170.377291245,170.73531419,0.0
2015-01-05 10:00:00+00:00,169.128373995,170.160812255,169.095069535,170.0192683,19060242.0
2015-01-05 11:00:00+00:00,168.8536122,169.43644025,168.60382875,169.12004788,30843733.0
2015-01-05 12:00:00+00:00,168.762024935,168.928547235,168.312414725,168.8536122,28092619.0
2015-01-05 13:00:00+00:00,168.12091408,168.845286085,167.912761205,168.762024935,19092918.0
2015-01-05 14:00:00+00:00,168.187523,168.32074084,167.82117394,168.129240195,22567738.0
2015-01-05 15:00:00+00:00,167.72126056,168.20417523,167.662977755,168.187523,19523120.0
2015-01-05 16:00:00+00:00,167.98769624,168.45395868,167.646325525,167.72126056,43126182.0
2015-01-05 17:00:00+00:00,167.98769624,168.45395868,167.646325525,167.72126056,0.0
2015-01-05 18:00:00+00:00,167.98769624,168.45395868,167.646325525,167.72126056,0.0
2015-01-05 19:00:00+00:00,167.98769624,168.45395868,167.646325525,167.72126056,0.0
2015-01-05 20:00:00+00:00,167.98769624,168.45395868,167.646325525,167.72126056,0.0
2015-01-06 05:00:00+00:00,167.98769624,168.45395868,167.646325525,167.72126056,0.0
2015-01-06 06:00:00+00:00,167.98769624,168.45395868,167.646325525,167.72126056,0.0
2015-01-06 07:00:00+00:00,167.98769624,168.45395868,167.646325525,167.72126056,0.0
2015-01-06 08:00:00+00:00,167.98769624,168.45395868,167.646325525,167.72126056,0.0
2015-01-06 09:00:00+00:00,167.98769624,168.45395868,167.646325525,167.72126056,0.0
2015-01-06 10:00:00+00:00,168.212501345,168.512241485,167.95439178,168.295762495,16411873.0
2015-01-06 11:00:00+00:00,167.596368835,168.78700328,167.58804272,168.162544655,34170406.0
2015-01-06 12:00:00+00:00,166.497321655,167.60469495,166.3557777,167.596368835,36940105.0
2015-01-06 13:00:00+00:00,166.613887265,166.680496185,165.83955857,166.50564777,31759810.0
2015-01-06 14:00:00+00:00,166.40573439,166.62221338,165.57312289,166.613887265,30261122.0
2015-01-06 15:00:00+00:00,167.030193015,167.346585385,165.92281972,166.397408275,35117150.0
2015-01-06 16:00:00+00:00,166.37242993,167.646325525,166.37242993,167.0218669,45110458.0
2015-01-06 17:00:00+00:00,166.37242993,167.646325525,166.37242993,167.0218669,0.0
2015-01-06 18:00:00+00:00,166.37242993,167.646325525,166.37242993,167.0218669,0.0
2015-01-06 19:00:00+00:00,166.37242993,167.646325525,166.37242993,167.0218669,0.0
2015-01-06 20:00:00+00:00,166.37242993,167.646325525,166.37242993,167.0218669,0.0
2015-01-07 05:00:00+00:00,166.37242993,167.646325525,166.37242993,167.0218669,0.0
2015-01-07 06:00:00+00:00,166.37242993,167.646325525,166.37242993,167.0218669,0.0
2015-01-07 07:00:00+00:00,166.37242993,167.646325525,166.37242993,167.0218669,0.0
2015-01-07 08:00:00+00:00,166.37242993,167.646325525,166.37242993,167.0218669,0.0
2015-01-07 09:00:00+00:00,166.37242993,167.646325525,166.37242993,167.0218669,0.0
2015-01-07 10:00:00+00:00,168.179196885,168.187523,167.479803225,167.73791279,19498466.0
2015-01-07 11:00:00+00:00,167.87113063,168.3540453,167.346585385,168.179196885,22661073.0
2015-01-07 12:00:00+00:00,168.38734976,168.43730645,167.25499812,167.879456745,20558104.0
2015-01-07 13:00:00+00:00,168.312414725,168.78700328,168.229153575,168.37069753,16259098.0
2015-01-07 14:00:00+00:00,168.379023645,168.495589255,167.95439178,168.32074084,9384694.0
2015-01-07 15:00:00+00:00,168.07095739,168.63713321,167.98769624,168.37069753,22105646.0
2015-01-07 16:00:00+00:00,168.445632565,168.47061091,167.98769624,168.079283505,22736794.0
2015-01-07 17:00:00+00:00,168.445632565,168.47061091,167.98769624,168.079283505,0.0
2015-01-07 18:00:00+00:00,168.445632565,168.47061091,167.98769624,168.079283505,0.0
2015-01-07 19:00:00+00:00,168.445632565,168.47061091,167.98769624,168.079283505,0.0
2015-01-07 20:00:00+00:00,168.445632565,168.47061091,167.98769624,168.079283505,0.0
2015-01-08 05:00:00+00:00,168.445632565,168.47061091,167.98769624,168.079283505,0.0
2015-01-08 06:00:00+00:00,168.445632565,168.47061091,167.98769624,168.079283505,0.0
2015-01-08 07:00:00+00:00,168.445632565,168.47061091,167.98769624,168.079283505,0.0
2015-01-08 08:00:00+00:00,168.445632565,168.47061091,167.98769624,168.079283505,0.0
2015-01-08 09:00:00+00:00,168.445632565,168.47061091,167.98769624,168.079283505,0.0
2015-01-08 10:00:00+00:00,170.527161315,170.53548743,169.844419885,169.852746,20422609.0
2015-01-08 11:00:00+00:00,171.093337135,171.093337135,170.5188352,170.5188352,27898423.0
2015-01-08 12:00:00+00:00,171.20157663,171.359772815,171.05170656,171.093337135,20451149.0
2015-01-08 13:00:00+00:00,171.243207205,171.28483778,170.86853203,171.209902745,9543846.0
2015-01-08 14:00:00+00:00,171.06835879,171.476338425,170.98509764,171.23488109,16239907.0
2015-01-08 15:00:00+00:00,171.45136008,171.65118684,170.98509764,171.06835879,27611921.0
2015-01-08 16:00:00+00:00,171.43470785,171.61788238,171.20157663,171.45136008,40611719.0
2015-01-08 17:00:00+00:00,171.43470785,171.61788238,171.20157663,171.45136008,0.0
2015-01-08 18:00:00+00:00,171.43470785,171.61788238,171.20157663,171.45136008,0.0
2015-01-08 19:00:00+00:00,171.43470785,171.61788238,171.20157663,171.45136008,0.0
2015-01-08 20:00:00+00:00,171.43470785,171.61788238,171.20157663,171.45136008,0.0
2015-01-09 05:00:00+00:00,171.43470785,171.61788238,171.20157663,171.45136008,0.0
2015-01-09 06:00:00+00:00,171.43470785,171.61788238,171.20157663,171.45136008,0.0
2015-01-09 07:00:00+00:00,171.43470785,171.61788238,171.20157663,171.45136008,0.0
2015-01-09 08:00:00+00:00,171.43470785,171.61788238,171.20157663,171.45136008,0.0
2015-01-09 09:00:00+00:00,171.43470785,171.61788238,171.20157663,171.45136008,0.0
2015-01-09 10:00:00+00:00,170.693683615,171.859339715,170.543813545,171.842687485,18439072.0
2015-01-09 11:00:00+00:00,170.244073405,171.143293825,169.827767655,170.70200973,32174248.0
2015-01-09 12:00:00+00:00,170.26905175,170.31900844,169.45309248,170.23574729,28011514.0
2015-01-09 13:00:00+00:00,169.91935492,170.58544412,169.90270269,170.26905175,15679888.0
2015-01-09 14:00:00+00:00,170.20244283,170.41892182,169.811115425,169.91935492,18591930.0
2015-01-09 15:00:00+00:00,170.277377865,170.410595705,169.95265938,170.194116715,15447999.0
2015-01-09 16:00:00+00:00,170.010942185,170.75196642,170.00261607,170.277377865,37855428.0
