Date,Open,High,Low,Close,Volume,prev_Close,gap_abs,gap_pct,gap_log,overnight_ret,overnight_logret,intraday_ret,intraday_logret,daily_ret,daily_logret,is_gap,is_gap_up,is_gap_down,gap_filled,p_fill_any_20d,p_fill_up_20d,p_fill_down_20d,p_fill_any_60d,p_fill_up_60d,p_fill_down_60d,p_fill_any_120d,p_fill_up_120d,p_fill_down_120d,p_fill_any_252d,p_fill_up_252d,p_fill_down_252d
2014-12-31,173.14988754,173.33306207,171.0184021,171.10166325,125401870.0,,,,,,,-0.011829197922677448,-0.011899719579225199,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2015-01-02,171.8510136,172.25066712,170.00261607,171.043380445,127259203.0,171.10166325,0.7493503499999861,0.004379562043795539,0.004369999671117952,0.004379562043795637,0.004369999671117952,-0.004699612403100684,-0.00471069030298743,-0.0003406326034063323,-0.000340690631869478,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,
2015-01-05,170.0192683,170.160812255,167.646325525,167.98769624,182306552.0,171.043380445,-1.0241121450000037,-0.005987440977461931,-0.00600543757385541,-0.005987440977461955,-0.00600543757385541,-0.011949069539667012,-0.012021033513955004,-0.01786496616852462,-0.018026471087810414,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0
2015-01-06,168.295762495,168.78700328,165.57312289,166.37242993,229770923.0,167.98769624,0.30806625499999996,0.0018338620142743852,0.0018321825422971116,0.001833862014274379,0.0018321825422971116,-0.01142828872507784,-0.011494093454034626,-0.00961538461538447,-0.009661910911737515,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0
2015-01-07,167.73791279,168.78700328,167.25499812,168.445632565,133203875.0,166.37242993,1.365482859999986,0.0082073866479831,0.008173889209662555,0.00820738664798304,0.008173889209662555,0.004219199841159593,0.004210323974787933,0.012461215093584332,0.012384213184450488,1.0,1.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.5,0.6666666666666666,0.0,0.5,0.6666666666666666,0.0,0.5,0.6666666666666666,0.0
2015-01-08,169.852746,171.65118684,169.844419885,171.43470785,162779574.0,168.445632565,1.4071134349999852,0.008353516880035501,0.008318819354893314,0.008353516880035494,0.008318819354893314,0.009313725490196045,0.009270620189528067,0.01774504473333005,0.01758943954442138,1.0,1.0,0.0,0.0,0.4,0.5,0.0,0.4,0.5,0.0,0.4,0.5,0.0,0.4,0.5,0.0
2015-01-09,171.842687485,171.859339715,169.45309248,170.010942185,166200080.0,171.43470785,0.4079796350000038,0.0023797960174842376,0.0023769687875399015,0.0023797960174842814,0.0023769687875399015,-0.01065943117399093,-0.01071664988634069,-0.008305002428363184,-0.008339681098800789,1.0,1.0,0.0,1.0,0.5,0.6,0.0,0.5,0.6,0.0,0.5,0.6,0.0,0.5,0.6,0.0
2015-01-12,170.20244283,170.343986785,168.129240195,168.728720475,156207721.0,170.010942185,0.19150064499999075,0.0011264018806013461,0.0011257679659868458,0.0011264018806014242,0.0011257679659868458,-0.008658643968300628,-0.008696347826612438,-0.007541995200548657,-0.0075705798606255925,1.0,1.0,0.0,1.0,0.5714285714285714,0.6666666666666666,0.0,0.5714285714285714,0.6666666666666666,0.0,0.5714285714285714,0.6666666666666666,0.0,0.5714285714285714,0.6666666666666666,0.0
2015-01-13,169.977637725,171.08501102,166.95525798,168.25413192,234625795.0,168.728720475,1.2489172500000052,0.007401924500370127,0.007374664691266908,0.007401924500370027,0.007374664691266908,-0.01013960323291696,-0.010191359163403746,-0.0028127313101405926,-0.002816694472136838,1.0,1.0,0.0,1.0,0.625,0.7142857142857143,0.0,0.625,0.7142857142857143,0.0,0.625,0.7142857142857143,0.0,0.625,0.7142857142857143,0.0
2015-01-14,166.247538205,167.43817265,165.331665555,167.30495481,211146376.0,168.25413192,-2.0065937149999797,-0.01192596991290566,-0.011997654803374225,-0.01192596991290562,-0.011997654803374225,0.006360494816447071,0.006340352235361557,-0.005641330166270775,-0.005657302568012668,1.0,0.0,1.0,0.0,0.5555555555555556,0.7142857142857143,0.0,0.5555555555555556,0.7142857142857143,0.0,0.5555555555555556,0.7142857142857143,0.0,0.5555555555555556,0.7142857142857143,0.0
