Date,RealizedVol_5d_ann,RealizedVol_10d_ann,RealizedVol_20d_ann,RealizedVol_60d_ann,RealizedVol_120d_ann,RealizedVol_252d_ann,ParkinsonVol_5d_ann,ParkinsonVol_10d_ann,ParkinsonVol_20d_ann,ParkinsonVol_60d_ann,ParkinsonVol_120d_ann,ParkinsonVol_252d_ann,GarmanKlassVol_5d_ann,GarmanKlassVol_10d_ann,GarmanKlassVol_20d_ann,GarmanKlassVol_60d_ann,GarmanKlassVol_120d_ann,GarmanKlassVol_252d_ann,RogersSatchellVol_5d_ann,RogersSatchellVol_10d_ann,RogersSatchellVol_20d_ann,RogersSatchellVol_60d_ann,RogersSatchellVol_120d_ann,RogersSatchellVol_252d_ann,Range_abs,Range_rel_close,Range_log,RealizedSkew_20d,RealizedKurtExcess_20d,RealizedSkew_60d,RealizedKurtExcess_60d,RealizedSkew_120d,RealizedKurtExcess_120d,Open,High,Low,Close,Volume
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,2.314659970000008,0.013527980535279852,0.013443792592863879,,,,,,,173.14988754,173.33306207,171.0184021,171.10166325,125401870.0
2015-01-02,,,,,,,,,,,,,,,,,,,,,,,,,2.248051050000015,0.013143163121257937,0.013136957282678274,,,,,,,171.8510136,172.25066712,170.00261607,171.043380445,127259203.0
2015-01-05,,,,,,,,,,,,,,,,,,,,,,,,,2.5144867299999873,0.014968279143536802,0.014887389222981717,,,,,,,170.0192683,170.160812255,167.646325525,167.98769624,182306552.0
2015-01-06,,,,,,,,,,,,,,,,,,,,,,,,,3.2138803899999857,0.019317385647082286,0.019224657020902036,,,,,,,168.295762495,168.78700328,165.57312289,166.37242993,229770923.0
2015-01-07,,,,,,,0.13667857075718762,,,,,,0.13029877035852916,,,,,,0.1219291693240903,,,,,,1.5320051599999829,0.0090949532895061,0.009118001723499525,,,,,,,167.73791279,168.78700328,167.25499812,168.445632565,133203875.0
2015-01-08,0.21064976602605576,,,,,,0.13202657465548162,,,,,,0.1277830864857213,,,,,,0.12068681674846723,,,,,,1.8067669550000005,0.010539096648858673,0.010581593309236581,,,,,,,169.852746,171.65118684,169.844419885,171.43470785,162779574.0
2015-01-09,0.2180399808662493,,,,,,0.13382052966436317,,,,,,0.12323037132301325,,,,,,0.11308297726008351,,,,,,2.406247234999995,0.014153484499730614,0.014100201894408748,,,,,,,171.842687485,171.859339715,169.45309248,170.010942185,166200080.0
2015-01-12,0.18500429557500087,,,,,,0.1303546896427523,,,,,,0.12352111445259918,,,,,,0.11578149125108035,,,,,,2.2147465900000043,0.013126079447322997,0.013086873777003127,,,,,,,170.20244283,170.343986785,168.129240195,168.728720475,156207721.0
2015-01-13,0.16982862911356392,,,,,,0.14535214000259122,,,,,,0.1467639837538978,,,,,,0.14070576737612894,,,,,,4.129753039999997,0.024544734758511464,0.02443471320376478,,,,,,,169.977637725,171.08501102,166.95525798,168.25413192,234625795.0
2015-01-14,0.15341006004309657,,,,,,0.15009907404744255,0.1435457483419958,,,,,0.15181037698007172,0.14146405924434696,,,,,0.14738005894868367,0.13525458237667987,,,,,2.106507095000012,0.012590823131283041,0.012660613979664781,,,,,,,166.247538205,167.43817265,165.331665555,167.30495481,211146376.0
2015-01-15,0.03852126116860693,0.16194898417671444,,,,,0.15779388133856917,0.1454818294550043,,,,,0.15666728937031635,0.14295656114788813,,,,,0.15066843127755877,0.13650326721459557,,,,,2.597747879999986,0.01568075589284808,0.015566069638803803,,,,,,,167.88778286,168.187523,165.58977512,165.664710155,187722619.0
2015-01-16,0.1306830252907892,0.1800507156316067,,,,,0.1616646564107865,0.1483970944662805,,,,,0.1564136182652788,0.14080295521622418,,,,,0.14777451013084697,0.1315770982930091,,,,,2.722639605000012,0.016217824728463098,0.0163352534591219,,,,,,,165.481535625,168.03765293,165.315013325,167.879456745,222987641.0
2015-01-20,0.12635059676349716,0.15882955808249252,,,,,0.1609733566173423,0.14646632147444738,,,,,0.15990656180299256,0.14287682496343904,,,,,0.1575758796392111,0.1382669728467271,,,,,2.1148332100000005,0.012569279493269995,0.012609380729577957,,,,,,,168.545545945,168.778677165,166.663843955,168.25413192,144833736.0
2015-01-21,0.1287954284910453,0.15105799491063193,,,,,0.13544539360693764,0.1404861189809711,,,,,0.12632933446569186,0.1369283894483883,,,,,0.12425172464499487,0.13273395204347857,,,,,2.264703279999992,0.013395055648576728,0.013445580709350757,,,,,,,167.779543365,169.56965809,167.30495481,169.07009119,133822079.0
2015-01-22,0.1400825452226858,0.15538480378624897,,,,,0.14885899321246202,0.14948031959112118,,,,,0.14184485168990338,0.14691213787458504,,,,,0.1415882080875164,0.14451315242072488,,,,,3.2721631950000187,0.019073040524144734,0.019237481096819664,,,,,,,169.86939823,171.73444799,168.462284795,171.559599575,172212465.0
2015-01-23,0.1165437964888961,0.13355792900340605,,,,,0.13590828940885807,0.14725822917231549,,,,,0.13471762378994176,0.14610523214151283,,,,,0.1377229869392232,0.14434091123985238,,,,,1.0740688349999914,0.006293603942040249,0.00627876779811487,,,,,,,171.3514467,171.60123015,170.527161315,170.660379155,123882282.0
2015-01-26,0.10160174465481409,0.1271810906574442,,,,,0.12202021595922724,0.14322079848114608,,,,,0.13030436098697085,0.14395215606419232,,,,,0.13879751903034643,0.14335629936174965,,,,,1.4237656649999906,0.008323598130841065,0.0083535328587665,,,,,,,170.460552395,171.15161994,169.727854275,171.05170656,96456095.0
2015-01-27,0.14824355931686256,0.13809813642934987,,,,,0.12032477392077875,0.1421099446902654,,,,,0.128246126728319,0.1449433984844952,,,,,0.13071965310390002,0.14477186458645044,,,,,1.9732892549999974,0.011686966812959203,0.011678749045712422,,,,,,,169.0201345,169.95265938,167.979370125,168.845286085,141866630.0
2015-01-28,0.16591014905064727,0.15165110532466863,,,,,0.14987056565543133,0.14284019234658224,,,,,0.1447663965213276,0.1358609773045868,,,,,0.14090037679130776,0.13283713196465086,,,,,4.196361960000019,0.025182372339362557,0.02489878168269488,,,,,,,169.98596384,170.643726925,166.447364965,166.63886561,172371589.0
2015-01-29,0.13884832908910724,0.15663504933430702,,,,,0.1471747406610556,0.14801926251146635,0.14579966382248963,,,,0.1428777122376172,0.14236221866279344,0.1419138495011694,,,,0.13902769916668845,0.14031379441276803,0.1378074071964178,,,,3.0140536300000065,0.017919904955200277,0.018056253934550348,,,,,,,166.80538791,168.43730645,165.42325282,168.195849115,170839743.0
2015-01-30,0.14983760174681318,0.1617972160284535,0.16421308972756876,,,,0.15848219003334732,0.14762734788616902,0.1465585148421594,,,,0.15794020328144426,0.14678887214668593,0.14488538808542079,,,,0.15738016287861384,0.14787855963451982,0.14230462107717992,,,,2.5311389599999927,0.015240387025617844,0.015151049855651522,0.38182488183428914,-1.0357687045607402,,,,,166.98856244,168.329066955,165.797927995,166.081015905,201963366.0
2015-02-02,0.18436023372553226,0.15949955872590463,0.17082569066995482,,,,0.17809525370941523,0.15265459786157348,0.15054089792198147,,,,0.18087487618761078,0.15763081444962837,0.14945391574273859,,,,0.1859265837821546,0.16406316747808133,0.14870987814894668,,,,3.4636638400000095,0.020604259534423037,0.020806992505961297,0.2602224521622382,-1.3339414108183787,,,,,166.580582805,168.20417523,164.74051139,168.10426185,177857713.0
2015-02-03,0.19506970878677932,0.17355781996801195,0.1666283341545312,,,,0.17764040543929735,0.15171381753769903,0.14911315461440416,,,,0.17556067776605233,0.15373454491182476,0.1484050157691428,,,,0.17963380062342155,0.15709221819367616,0.14797925664971953,,,,1.9150064500000212,0.011228275727397118,0.011291234344181333,0.1787061805102609,-1.5940019196395676,,,,,168.97017781,170.560465775,168.645459325,170.55213966,134103920.0
2015-02-04,0.16520485431022874,0.1740753583150776,0.16321460196358012,,,,0.14767374007485867,0.1487762077040141,0.1446905484216635,,,,0.15810271994980163,0.15158129768757037,0.14444077271597747,,,,0.17037587787951303,0.15633434674304175,0.14501505093722872,,,,1.5569835050000052,0.009163971380966413,0.009146778045692194,0.14934571518494466,-1.5190735811841358,,,,,169.777810965,171.00174987,169.444766365,169.90270269,136160536.0
2015-02-05,0.1670378213020248,0.1663417098157501,0.16156758025757542,,,,0.1299550245286197,0.13883211568092435,0.14425450129806225,,,,0.13666908944453776,0.13980786934907208,0.14340400375653445,,,,0.1471894981376769,0.1431667725025685,0.14384153776183337,,,,1.273895594999999,0.007420700358909685,0.007444022016737328,0.15299542328288046,-1.4839132335254968,,,,,170.543813545,171.76775245,170.493856855,171.66783907,103940900.0
2015-02-06,0.12455656511938068,0.16494574118040514,0.1501851271052572,,,,0.12255346947266708,0.14166149342279635,0.14448696269515662,,,,0.12716025106144946,0.1433785849815006,0.14474832898935786,,,,0.13485236506458764,0.1465497799916667,0.14544953879809464,,,,1.9316586799999982,0.011287889845764598,0.0112578828755856,0.24899429148938867,-1.3710229190495136,,,,,171.992557555,172.55040726,170.61874858,171.126641595,126524408.0
2015-02-09,0.12769347643632073,0.16595078836446364,0.1480575044965919,,,,0.09013238340104734,0.14114135809778502,0.14218487979258598,,,,0.0906394981312015,0.14305809913695833,0.1435058238612799,,,,0.08946226470066977,0.14589755200529456,0.14463250714800116,,,,1.2489172500000052,0.007330303474563877,0.007321034211951627,0.22322709745831695,-1.306929851761292,,,,,170.493856855,171.21822886,169.96931161,170.377291245,92856375.0
2015-02-10,0.11026857261750451,0.15845138414477022,0.149366482812276,,,,0.08985011728235132,0.14076426609812986,0.1414387057880823,,,,0.09737378180113146,0.14195634004849877,0.14345764400024172,,,,0.099431266455364,0.14518071338048444,0.14497643310811578,,,,1.9150064500000212,0.011123470522803238,0.0111667907959907,0.006519444023054501,-1.394077401332868,,,,,171.426381735,172.45049388,170.53548743,172.159079855,105472149.0
2015-02-11,0.10186254895106425,0.137508637749148,0.1487237464727672,,,,0.08757546576424148,0.12140221520120784,0.13255530620342776,,,,0.0942502267837111,0.13015293946797046,0.13303757515512418,,,,0.09384857764923894,0.13754180326358958,0.13520993172395665,,,,1.348830630000009,0.007828734354612723,0.007839761407968382,-0.05197619072189631,-1.3566377440713762,,,,,172.0175359,172.725255675,171.376425045,172.292297695,92529726.0
2015-02-12,0.09908687412434641,0.13781026328511725,0.14922633009429964,,,,0.08591210097631194,0.110157154770805,0.13046896340056796,,,,0.09415950281444084,0.11735512766782233,0.1304592413218088,,,,0.09442507637998103,0.12365444474701758,0.13224670621267237,,,,1.0907210649999968,0.006270342714914781,0.006287970414434518,-0.2558652123033412,-1.3145030190989342,,,,,173.108256965,174.007477385,172.91675632,173.94919458,98894655.0
2015-02-13,0.08775200071105398,0.10877928581337534,0.14300438063420368,,,,0.07457230060692693,0.10144057594867505,0.1266570651260775,,,,0.08137342076584292,0.1067505575094242,0.12834066875832653,,,,0.08240760253170222,0.11175010809510617,0.13106516520198674,,,,0.899220420000006,0.0051482505481933805,0.005160068783405691,-0.42054931081047553,-0.9830865855143114,,,,,174.08241242,174.71519716,173.81597674,174.66524047,93655972.0
2015-02-17,0.06284897876491746,0.10280665049919281,0.13766282829807955,,,,0.07212455898807679,0.0816265843545409,0.1224057300980385,,,,0.07657525387466443,0.08390258675227298,0.12626780612605865,,,,0.07667766538247758,0.08331554829045988,0.13011188168242152,,,,1.0157860299999868,0.005805100875523335,0.005817573987037861,-0.3561667163090948,-0.8578182215480419,,,,,174.33219587,175.11485068,174.09906465,174.98163284,78090001.0
2015-02-18,0.05488543369340432,0.08776997016381459,0.13785524526100135,,,,0.05698986867216859,0.07523592462023482,0.11974457562938684,,,,0.058219015710277454,0.08022190216059417,0.12261701326795928,,,,0.05645790937071784,0.08085193961628188,0.12492998270376182,,,,0.7243720049999922,0.004139900071377543,0.004147108930055765,-0.3128698615855502,-0.893624630403021,,,,,174.540348745,175.03158953,174.307217525,174.973306725,82847207.0
2015-02-19,0.05922328694259538,0.08332348658991941,0.1377532333866196,,,,0.05201415944087739,0.0720240757877699,0.116879911601332,,,,0.050529552951316184,0.07561858558000419,0.11978117609576272,,,,0.04820904022904287,0.07460451422866683,0.12248726773601606,,,,0.982481569999976,0.005619582817411045,0.005623614877730887,-0.21154864012661415,-0.9273317003406112,,,,,174.373826445,175.19811183,174.21563026,174.83176277,99276217.0
2015-02-20,0.04119165050670958,0.07594241204192934,0.13067281163629202,,,,0.06908313768041699,0.07795309168318941,0.11258561375106789,,,,0.06610643032536546,0.08135131252974684,0.11437717513175377,,,,0.063727577837225,0.08055215461539443,0.11615802676092733,,,,2.164789899999988,0.012305944717909816,0.012379342016245687,-0.2826327055197865,-0.7965107682929953,,,,,174.373826445,175.955788295,173.790998395,175.91415772,148444545.0
2015-02-23,0.040925749034419895,0.07187062457173134,0.12869530796601714,,,,0.06712951594077922,0.07094857267152456,0.1120305286136408,,,,0.06478820097768008,0.07354979467360591,0.11394514234452248,,,,0.06350379665182446,0.07356543055069849,0.1159497964373279,,,,0.607806394999983,0.003456603058856857,0.003462262464013044,-0.3651193612260148,-0.6055412456300988,,,,,175.656048155,175.855874915,175.24806852,175.839222685,82222749.0
2015-02-24,0.04217565663426178,0.06131349233955025,0.12876433847492372,,,,0.06758706025322361,0.06989264168314661,0.11136845228146054,,,,0.06586955346519882,0.07142327204656053,0.11306392775442749,,,,0.06472291228818153,0.07095251843159212,0.11471781804262807,,,,1.0740688350000198,0.006090364005476719,0.006102050579514184,-0.3771210361997616,-0.6047142348413453,,,,,175.772613765,176.555268575,175.48119974,176.355441815,78176941.0
2015-02-25,0.044237733056816324,0.05198299527512424,0.1179540991823486,,,,0.06839042658900511,0.06294877115677923,0.10903468805910731,,,,0.06789216836818682,0.06324081085820989,0.10988858593586708,,,,0.06703579856354588,0.06197295305036097,0.11162008432053934,,,,0.8492637299999899,0.004820188081848626,0.004817465511155916,-0.3531398475743514,-0.23267405534582117,,,,,176.21389786,176.71346476,175.86420103,176.188919515,80827289.0
2015-02-26,0.04509147776042162,0.05415687716307228,0.1049454706017322,,,,0.06753042758166368,0.06027367348894266,0.09584209297488251,,,,0.06758044554564684,0.05966721185713304,0.10124219432370374,,,,0.06803822311149009,0.058963172251730055,0.10581683071937839,,,,0.8825681900000006,0.005014902777120692,0.005019425255822441,-0.13513824773572203,-0.12598171730633112,,,,,176.138962825,176.272180665,175.389612475,175.989092755,78900926.0
2015-02-27,0.032181786642617026,0.0432702813364858,0.10409865736688734,,,,0.046206286370541444,0.05876861752639726,0.0882846225374585,,,,0.05058142303592187,0.05885805164419428,0.09283452007007285,,,,0.05319019883279226,0.05869583217261489,0.09678745378438519,,,,0.7826548099999968,0.004462166524257079,0.0044526623705740676,0.0783152996346777,-0.0672743758287909,,,,,175.889179375,176.16394117,175.38128636,175.39793859,105082786.0
2015-03-02,0.05445935383667028,0.04839240924313513,0.08995075617991952,,,,0.05145448450604943,0.05980775821842268,0.08326811632285257,,,,0.05160198588473557,0.058567379714192055,0.0860982563562098,,,,0.05128007928795949,0.057716456582917845,0.08893614568822891,,,,1.1156994099999906,0.00632105287985277,0.006339015502680567,0.5502092711867252,-0.9477824130786328,,,,,175.506178085,176.56359469,175.44789528,176.505311885,91045743.0
2015-03-03,0.05849659960261648,0.053943335070365805,0.08680582699668145,,,,0.05388079033509675,0.06111935160326693,0.07210573629674948,,,,0.05639151142539634,0.061313948798561675,0.07348144112970068,,,,0.06048923400312439,0.06264185024944736,0.07370712987769278,,,,1.2572433649999937,0.007152330428192461,0.007162029333711573,0.7295771071288745,-0.5040508348972199,,,,,176.06402779,176.172267285,174.91502392,175.78093988,116765482.0
2015-03-04,0.06309108922876097,0.05858483753964177,0.07727452543940562,,,,0.05767136689249875,0.06325834730798498,0.06950562156257328,,,,0.06121415891740763,0.06463946077165193,0.07284851911711683,,,,0.06975087961285234,0.06840681068365533,0.07488834317710719,,,,1.1906344450000006,0.006802721088435377,0.006816853951189472,0.6790453131522565,-0.7466289883649004,,,,,175.19811183,175.256394635,174.06576019,175.023263415,119020654.0
2015-03-05,0.06553383691090034,0.058746260642794854,0.07500254018109635,,,,0.056910994895847715,0.062446857364472426,0.06740577678426822,,,,0.060313252432809425,0.06405000015289587,0.07007343649595893,,,,0.06853480331379169,0.06828696460316938,0.07151553355044574,,,,0.7909809250000137,0.004512849745855382,0.004516826887607017,0.6307186148890471,-0.6742709293791206,,,,,175.339655785,175.5145042,174.723523275,175.273046865,83848904.0
2015-03-06,0.10973872749585585,0.08314257706151548,0.08647105771533757,,,,0.07906045882311713,0.06475174534125812,0.0716570758114887,,,,0.07988269869016815,0.06685703368518182,0.07445770276974062,,,,0.0835398093535388,0.07002891188179916,0.0754741615141606,,,,2.364616659999996,0.013686746987951783,0.01362000720611345,-0.42617243886228356,1.571568066637738,,,,,174.33219587,174.79845831,172.43384165,172.76688625,181693201.0
2015-03-09,0.10101515485844569,0.08776013378011426,0.08645808704155825,,,,0.07832101438499708,0.06626365998825526,0.06864609456904924,,,,0.08176433088626171,0.06836728293755184,0.0710058366361275,,,,0.08634844489979189,0.07101302862289358,0.07230049379605075,,,,1.0074599149999983,0.005807256671146083,0.005812154604140751,-0.6115091018960647,1.7416321285886194,,,,,172.98336524,173.840955085,172.83349517,173.48293214,97844900.0
2015-03-10,0.13021855691596906,0.10914710487054588,0.10333588555978789,,,,0.08156947874349466,0.06912568057393749,0.06951021894749995,,,,0.0782815817481374,0.06822026312552203,0.0698401320544014,,,,0.07781575035667827,0.06969303564151018,0.07032559665126997,,,,1.5320051600000113,0.008975609756097626,0.00893687039854818,-0.9899989530876389,1.5155264082750088,,,,,172.10079705,172.192384315,170.660379155,170.6853575,165271390.0
2015-03-11,0.13189002741141642,0.10857537722163535,0.09651408710939913,,,,0.07957703176222677,0.06949277136269517,0.06630155753003239,,,,0.07357229590417433,0.06767590404485564,0.0654959088275458,,,,0.06781354258427712,0.06878903170054142,0.06546975558256017,,,,0.9158726500000114,0.005378973105134541,0.005367175606740382,-1.1388318790776872,1.8986899135752486,,,,,170.926814835,171.10166325,170.1857906,170.26905175,121840361.0
2015-03-12,0.174717312335955,0.1333414684791571,0.10696314745602606,,,,0.08739521584677536,0.07374545780229336,0.06734726520921802,,,,0.07476269441601255,0.06792329826858329,0.06392867360772836,,,,0.06464379812535875,0.06661771499133039,0.0629069774852254,,,,1.648570769999992,0.009559214020180517,0.009602867333342147,-0.7079188644098491,1.3056584856910214,,,,,170.88518426,172.50045057,170.8518798,172.458819995,100528595.0
2015-03-13,0.1550173567305587,0.13476970227000937,0.10315205801930304,,,,0.08146867626674822,0.08027359890392988,0.0703477117145717,,,,0.07347600323687677,0.07674623313782153,0.0683895260408913,,,,0.07098730838956943,0.07751805499114849,0.06875408920219399,,,,1.956637024999992,0.011416634279051643,0.011421474794875763,-0.6115815023006728,1.3443873939430653,,,,,172.15075374,172.292297695,170.33566067,171.38475116,171420488.0
2015-03-16,0.18166142695612486,0.1499188559716166,0.11334952190997767,,,,0.08789627830080542,0.08324643245637484,0.07248081283976844,,,,0.07304326160221096,0.07752652407649627,0.06870407521381068,,,,0.0669207449752873,0.07724778328424653,0.06818507675004025,,,,1.673549114999986,0.009633819018404828,0.0096781938477557,-0.26139353952251815,0.8805734014382833,,,,,172.08414482,173.757693935,172.08414482,173.71606336,147089314.0
2015-03-17,0.13444492781227843,0.14957273326219786,0.11349166885996852,,,,0.08454408220230461,0.08307009599704175,0.07292535906446228,,,,0.07622143190642679,0.07725837405374374,0.06974330318640215,,,,0.07320404506309136,0.07554509652244805,0.06939403076367659,,,,1.198960559999989,0.00692340977931625,0.006933104324254202,-0.1531075476753674,0.8249175006901096,,,,,172.891777975,173.53288883,172.33392827,173.174865885,103617858.0
2015-03-18,0.1359385596954671,0.16081509210001757,0.12102544699449151,,,,0.12485806943828638,0.1046948935907153,0.08649462193717264,,,,0.11660367021898242,0.09749179102147162,0.08271308604273034,,,,0.10950306919879121,0.09107578910386893,0.08054281814290419,,,,3.8633173599999964,0.022051135823590893,0.022208244973716873,-0.15693253704991625,0.2659788078224403,,,,,172.641994525,175.89750549,172.03418813,175.19811183,241441102.0
2015-03-19,0.13461540565229568,0.16198243023995845,0.12197773277848115,,,,0.12070538783629527,0.10537484141296469,0.08661254873719576,,,,0.11700281058036853,0.09818125625608909,0.08289137952649175,,,,0.11205263032079939,0.0914729812509734,0.08071683787678827,,,,1.0490904899999975,0.0060143198090691985,0.006009748126921899,-0.08815448485133799,0.14173256225537556,,,,,174.88171946,175.089872335,174.040781845,174.43210925,128549420.0
2015-03-20,0.12001589033967357,0.1491561507915339,0.12420595312225655,,,,0.1140855805561351,0.09912785911005699,0.08372311800357907,,,,0.10792029494186928,0.09231877683333325,0.0805996883033189,,,,0.09993188372548098,0.08667635011154683,0.07879352184033987,,,,1.1792733810000016,0.006699928724162517,0.006704254481477712,-0.08454677026045988,-0.016557147341115547,,,,,175.352097206,176.489552382,175.310279001,176.012824845,171657538.0
