Date,ret_1d,logret_1d,roll_ret_5d,roll_ret_10d,roll_ret_20d,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,EMA_5,EMA_10,EMA_20,EMA_50,EMA_200,MACD_line,MACD_signal,MACD_hist,RSI_14,Stoch_%K_14,Stoch_%D_3,BB_Middle_20,BB_Upper_20_2,BB_Lower_20_2,BB_Width_20,ATR_14,Open,High,Low,Close,Volume
2015-01-21,0.004849564528899508,0.004837843270895981,0.004849564528899508,0.016214593133820676,,167.63466896399999,168.5047479815,,,,168.25345129093807,168.45179732143288,,,,,,,,46.832814122533705,,,,,,2.5619656193875007,167.779543365,169.56965809,167.30495481,169.07009119,133822079.0
2015-01-22,0.01472471190781044,0.014617355911749286,0.02543047675923127,0.018486481142800715,,168.485597917,168.8161446825,,,,169.35550071895872,169.01685227662688,,,,,,,56.68240686163971,90.03601440576217,,,,,,2.6126940176455378,169.86939823,171.73444799,168.462284795,171.559599575,172212465.0
2015-01-23,-0.0052414462509100535,-0.005255230818788981,0.03015529979393894,-0.0045167557066538855,,169.484731717,168.73871181299998,,,,169.79046019763916,169.31567534542197,,,,,,,52.98488638973872,81.67938931297685,72.84940594709091,,,,,2.5027922188851415,171.3514467,171.60123015,170.527161315,170.660379155,123882282.0
2015-01-26,0.0022930184905110007,0.0022903935355591543,0.018895997619402083,0.00612174935109433,,170.11918168,168.84278825049998,,,,170.21087565175947,169.63131738443616,,,,,,,54.37958485494924,87.65903307888057,86.45814559920653,,,,,2.425718893607631,170.460552395,171.15161994,169.727854275,171.05170656,96456095.0
2015-01-27,-0.012899143302180782,-0.012983059665024221,0.0035134600158353013,0.000690846286701241,,170.237412513,168.85444481149997,,,,169.75567912950632,169.4884026027205,,,,,,,46.07948772301454,53.94402035623406,74.4274809160305,,,,,2.471905860849944,169.0201345,169.95265938,167.979370125,168.845286085,141866630.0
2015-01-28,-0.013067705508161054,-0.013153839174261606,-0.01437998621097214,-0.009600158353127441,,169.75116739700002,168.6929181805,,,,168.7167412896709,168.9703049676804,,,,,,,39.574488093053965,20.22900763358799,53.944020356234205,,,,,2.595081296503521,169.98596384,170.643726925,166.447364965,166.63886561,172371589.0
2015-01-29,0.009343459578295077,0.009300079464059863,-0.01960689153118178,0.005324972628645064,,169.078417305,168.78200761099998,168.925216789,,,168.5431105647806,168.8294948126476,169.15655811537616,,,,,,45.42889369957452,44.02035623409651,39.39779474130619,168.925216789,172.3856824046293,165.46475117337067,0.04097038537415871,2.62500789175327,166.80538791,168.43730645,165.42325282,168.195849115,170839743.0
2015-01-30,-0.012573634968565894,-0.012653352043897392,-0.026833195101721996,0.002512941649495337,-0.02934306569343037,168.162544655,168.82363818599998,168.67418442175,,,167.72241234485372,168.32977137489348,168.86364933343557,,,,,,39.78978056981736,11.932555123216448,25.393972996966983,168.67418442175,172.19459138309887,165.15377746040113,0.04174209554849845,2.6183029680566072,166.98856244,168.329066955,165.797927995,166.081015905,201963366.0
2015-02-02,0.012182283050082843,0.01210867623631895,-0.017231308411214896,0.0013390864454696505,-0.01718346882149613,167.57305571299997,168.8461186965,168.527228492,,,167.84969551323582,168.28876964309467,168.7913267159655,,,,,,46.61693033650869,48.095238095238095,34.682716484183686,168.527228492,171.88121498281959,165.17324200118043,0.03980349669108566,2.678685887481136,166.580582805,168.20417523,164.74051139,168.10426185,177857713.0
2015-02-03,0.014561664190193113,0.014456661275557892,0.010108979732728507,0.013657957244655572,0.015265662172878836,167.91442642799998,169.0759194705,168.655450663,,,168.75051022882388,168.7002914643502,168.95902318682593,,,,,,53.48849107165835,83.09523809523795,47.70767710456416,168.655450663,172.11164737579355,165.19925395020647,0.040985295158939915,2.6627943187324843,168.97017781,170.560465775,168.645459325,170.55213966,134103920.0
2015-02-04,-0.003807850029291071,-0.00381511834719106,0.019586289597282036,0.004924652811976626,0.02121909718746906,168.56719384399997,169.1591806205,168.831964301,,,169.13457438254926,168.9189116871956,169.04889742522346,,,,,,51.59109268041909,73.80952380952394,68.33333333333333,168.831964301,172.16203310663067,165.50189549536933,0.03944832152392306,2.5838078320373072,169.777810965,171.00174987,169.444766365,169.90270269,136160536.0
2015-02-05,0.010389101244731913,0.010335505421079638,0.020642542448393808,0.0006309148264986852,0.01912905936434206,169.26159183500002,169.17000457,168.99307462625,,,169.97899594503286,169.4187166658873,169.2983204390117,,,,,,56.1446110244685,98.57819905213304,85.16098698563164,168.99307462625,172.5376647015151,165.44848455098492,0.041949530572236875,2.5324679697489265,170.543813545,171.76775245,170.493856855,171.66783907,103940900.0
2015-02-06,-0.0031525851197983235,-0.0031575649853206045,0.030380508347119584,0.0027321071376300576,-0.001796988829528945,170.270716973,169.21663081399998,168.97767131350003,,,170.36154449502192,169.7292484711805,169.47244626339153,,,0.1035245461209513,,,54.453357734980166,81.76972281449903,84.71914855871867,168.97767131350003,172.48213657879478,165.47320604820527,0.04147844195098426,2.489553020481146,171.992557555,172.55040726,170.61874858,171.126641595,126524408.0
2015-02-09,-0.004378922784994854,-0.004388538348179871,0.013521545319465034,-0.003942757009345654,0.00215485577158514,170.725322852,169.1491892825,168.9959887665,,,170.3667934116813,169.84707443005678,169.55862197592566,,,0.15672195062700212,,,52.11259645395716,72.17484008528811,84.1742539839734,168.9959887665,172.5256051948208,165.4663723381792,0.04177160007268134,2.400936179732493,170.493856855,171.21822886,169.96931161,170.377291245,92856375.0
2015-02-10,0.01045789962371102,0.010403594077940781,0.009421987892989536,0.01962621431037026,0.020330619294349983,171.04671089100003,169.4805686595,169.1675067355,,,170.96422222612088,170.2674390527737,169.80628463107558,,,0.3387518067998201,,,56.86110697253787,94.98933901918979,82.97796730632564,169.1675067355,172.95264359633,165.38236987467002,0.04475016430605911,2.3775266408230293,171.426381735,172.45049388,170.53548743,172.159079855,105472149.0
2015-02-11,0.0007738066450646564,0.0007735074110586382,0.014064490836028565,0.033926251623863424,0.024000395882818992,171.524629892,170.04591186800002,169.36941502425,,,171.4069140490806,170.6355951695421,170.04304778002077,,,0.48813443568960224,,,57.2028048755949,94.57768508863403,87.24728806437065,169.36941502425,173.36318595212592,165.3756440963741,0.04716047377626112,2.304048354335671,172.0175359,172.725255675,171.376425045,172.292297695,92529726.0
2015-02-12,0.00961677862078969,0.009570831744360575,0.01328935881268789,0.034206227414484536,0.03971334726784059,171.98090099400002,170.6212464145,169.70162701275,,,172.25434089272042,171.23806778962535,170.41506176097118,,,0.7317834327891433,,,61.307816001051265,99.37106918239019,96.31269776340467,169.70162701275,174.04342663545754,165.35982739004248,0.051169805489034215,2.261986306883122,173.108256965,174.007477385,172.91675632,173.94919458,98894655.0
2015-02-13,0.004116408194523968,0.00410795896535987,0.02067824648469796,0.05168697047174975,0.054329798462080525,172.688620769,171.479668871,170.1516535285,,,173.05797408514695,171.861190095148,170.8198406856406,,,0.9714575792028484,,,62.96124470731417,99.49916527545894,97.81597318216104,170.1516535285,174.5911670909922,165.71213996600778,0.05218301991697778,2.1646458863914706,174.08241242,174.71519716,173.81597674,174.66524047,93655972.0
2015-02-17,0.0018114214891793434,0.0018097828438268238,0.027024385476225543,0.040911342248637794,0.04230521251797903,173.609489088,172.16740596999998,170.50676233325,,,173.69919367009797,172.4285433214847,171.21620184319863,,,1.1734050045787967,,,63.699396873546334,98.71589085072246,99.1953751028572,170.50676233325,175.28567811028796,165.72784655621206,0.05605543981531611,2.082584468077793,174.33219587,175.11485068,174.09906465,174.98163284,78090001.0
2015-02-18,-4.7582794061806766e-05,-4.75839261593336e-05,0.01634666537698881,0.025922671353251214,0.03993467933491712,174.17233446199998,172.6095226765,170.8427210735,,,174.12389802173197,172.8912275766693,171.57402135575114,,,1.3175895935818573,,,63.66344010089329,98.63563402889243,98.95023005169128,170.8427210735,175.87876097687405,165.80668117012596,0.05895527619473399,1.9855692921436645,174.540348745,175.03158953,174.307217525,174.973306725,82847207.0
2015-02-19,-0.0008089459909587093,-0.0008092733643296768,0.014739283815783155,0.02901107517396828,0.03407859745887931,174.680227477,173.1024286845,171.1308046525,,,174.35985293782133,173.2440521572749,171.88428244282247,,,1.4042482057229222,,,63.01225566027789,96.49681528662443,97.94944672207976,171.1308046525,176.3828306144432,165.87877869055677,0.06138025205465535,1.9139201691334011,174.373826445,175.19811183,174.21563026,174.83176277,99276217.0
2015-02-20,0.006191065815791763,0.006171979902081404,0.011296189929159262,0.024735667863032162,0.025382188789129012,175.07322010500002,173.5270605495,171.34853255975003,,,174.8779545318809,173.72952589595218,172.26808008826794,,,1.5424851975061245,,,65.88586295060657,99.62880475129919,98.25375135560535,171.34853255975003,176.99950373602616,165.6975613834739,0.06595879278167276,1.9318394356238717,174.373826445,175.955788295,173.790998395,175.91415772,148444545.0
2015-02-23,-0.0004259750094660619,-0.0004260657625936304,0.006721327104585839,0.02753855884785672,0.030345904278674896,175.308016548,173.9983186585,171.60747473625,,,175.19837724958728,174.1131071303245,172.60818890700432,,,1.6272346304700989,,,65.50642800314381,98.40546697038751,98.17702900277038,171.60747473625,177.57436836447326,165.64058110802674,0.06954118563184972,1.84142870450788,175.656048155,175.855874915,175.24806852,175.839222685,82222749.0
2015-02-24,0.0029357450636866567,0.0029314441796239876,0.007851161020175024,0.03508771929824572,0.031006619937694824,175.582778343,174.5961337155,171.872661499,,,175.5840654380582,174.52080434572002,172.96507013633723,,,1.7162696480860973,,,66.91977065522897,97.18969555035119,98.4079890906793,171.872661499,178.17895883713848,165.56636416086153,0.07338336746679366,1.7866172852573188,175.772613765,176.555268575,175.48119974,176.355441815,78176941.0
2015-02-25,-0.0009442424814691819,-0.0009446885592270249,0.006947418510587777,0.023407651013202857,0.04349326889886118,175.825900901,174.9991176815,172.23984317050002,,,175.78568346370548,174.82409801286184,173.2721034104956,,,1.7531839696019063,,,65.98059140568085,92.22222222222244,95.93912824765373,172.23984317050002,178.65257370204029,165.82711263895976,0.07446280040086088,1.7196634598817953,176.21389786,176.71346476,175.86420103,176.188919515,80827289.0
2015-02-26,-0.00113416190161153,-0.0011348055499347254,0.006619678064577306,0.021456531194123274,0.056110722494254084,176.057366898,175.36879718749998,172.70735452775,,,175.85348656080367,175.03591523870514,173.5308643004484,,,1.746185545836795,,,64.80523370979205,89.25925925925935,92.89039234394431,172.70735452775,178.77250332693438,166.6422057285656,0.07023613807030851,1.6598709406045242,176.138962825,176.272180665,175.389612475,175.989092755,78900926.0
2015-02-27,-0.0033590386525997884,-0.0033646928883497296,-0.0029344945096554387,0.00832854681217654,0.04281966239295043,175.954123072,175.5136715885,173.0674590015,,,175.70163723720245,175.1017376662133,173.7086808994533,,,1.6736453027064329,,,61.32488784836412,80.49382716049382,87.32510288065855,173.0674590015,178.86784186209988,167.26707614090012,0.06703031169539052,1.5972126455613438,175.889179375,176.16394117,175.38128636,175.39793859,105082786.0
2015-03-02,0.006313490933257393,0.006293644339764981,0.0037880581466924745,0.010534846029173206,0.06276633077655713,176.087340912,175.69767873,173.5886738005,,,175.96952878646832,175.35693297871995,173.9750267076006,,,1.6860763687700455,,,65.10538338715034,96.6307277628033,88.79460472751883,173.5886738005,178.60459554274695,168.57275205825306,0.05779088730191678,1.5663871780212484,175.506178085,176.56359469,175.44789528,176.505311885,91045743.0
2015-03-03,-0.004103967168262557,-0.004112411553092166,-0.0032576365610688107,0.004567948229920127,0.045666171371965936,175.972440525,175.777609434,173.972507702,,,175.90666581764555,175.43402514258904,174.1470184383053,,,1.6188166011130818,,,60.911026672170806,82.52730109204391,86.55061867178034,173.972507702,178.39015507279487,169.55486033120513,0.05078558019479628,1.5680943770911584,176.06402779,176.172267285,174.91502392,175.78093988,116765482.0
2015-03-04,-0.004310344827586188,-0.004319661144516651,-0.006615944426066722,0.0002855103497501066,0.02621558289396586,175.739309305,175.78260510299998,174.19606388975,,,175.61219835009703,175.35934119211828,174.23047034084766,,,1.4872307221098993,,,56.78980776263703,55.48245614035115,78.21349499839945,174.19606388975,178.34295824836335,170.04916953113667,0.04761180322923873,1.5786004708703625,175.19811183,175.256394635,174.06576019,175.023263415,119020654.0
2015-03-05,0.0014271442842870297,0.001426126881755252,-0.004068694705965936,0.002524049909514714,0.031608350485151204,175.596100127,175.82673351249997,174.4645810985,,,175.4991478550647,175.3436513144604,174.32976334314787,,,1.387113619505044,,,57.803419357053706,50.7122507122507,62.907335981548584,174.4645810985,178.13251174716436,170.79665044983562,0.042047854361837604,1.5223419318796234,175.339655785,175.5145042,174.723523275,175.273046865,83848904.0
2015-03-06,-0.01429860814213102,-0.014401818261553956,-0.015000474698566468,-0.01789095039757649,0.006402172858666955,175.069889659,175.5120063655,174.51953345750002,,,174.5883939867098,174.8751485754676,174.18091790570523,,,1.0929450869855089,,,46.1149629912171,7.782101167315051,37.9922693399723,174.51953345750002,178.04851582658347,170.99055108841657,0.040442262240436816,1.6164035949596498,174.33219587,174.79845831,172.43384165,172.76688625,181693201.0
2015-03-09,0.004144578313252989,0.0041360132062377986,-0.017123449219302755,-0.013400255693925,0.013769279423928138,174.46541371,175.27637731099998,174.63734798475,,,174.2199067044732,174.62201831447348,174.11444307087615,,,0.9071364206868964,,,49.27123592196293,24.51361867704281,27.669323518869522,174.63734798475,177.84838534519008,171.4263106243099,0.036773776027800055,1.5776653978196742,172.98336524,173.840955085,172.83349517,173.48293214,97844900.0
2015-03-10,-0.016125935880207276,-0.016257373738582714,-0.02898825312618425,-0.03215145649402762,0.0018081415237256593,173.446297234,174.7093688795,174.6527512975,,,173.04172363631548,173.90626180275103,173.78786349269748,,,0.52805374594368,,,39.52919688298138,0.4126547455299411,10.9027915299626,174.6527512975,177.78385987995134,171.52164271504867,0.03585524486949381,1.6665859397611271,172.10079705,172.192384315,170.660379155,170.6853575,165271390.0
2015-03-11,-0.0024390243902440156,-0.0024420036555516944,-0.027163312877598655,-0.03359954633523943,-0.010978381776854174,172.495454901,174.117382103,174.55824989225,,,172.11749967421034,173.24495088406903,173.45273856482152,,,0.1918243683420826,,,38.315131326790684,1.2755102040816082,8.733927875551453,174.55824989225,178.07503873786553,171.04146104663445,0.040293585067292484,1.6129635619210474,170.926814835,171.10166325,170.1857906,170.26905175,121840361.0
2015-03-12,0.012860635696821499,0.012778639984574625,-0.016056244358938043,-0.02005961110848309,0.0009665104141491909,171.932609527,173.764354827,174.56657600725,,,172.23127311447357,173.10201799514738,173.35807965340993,,,0.10089312773294523,,,47.45654211076906,34.82142857142869,12.169864507013415,174.56657600725,178.06259371237263,171.07055830212738,0.04005368937267156,1.6571375089266875,170.88518426,172.50045057,170.8518798,172.458819995,100528595.0
2015-03-13,-0.006227972770723622,-0.00624744749394246,-0.008000000000000007,-0.022880470900978,-0.01474248516178489,171.656182509,173.36303608400002,174.43835383625,171.46967753299998,,171.94909912964906,172.7897876614842,173.17014360641852,172.35756986357052,,-0.05717978126546086,,,44.01131709918771,18.367346938775768,18.154761904762022,174.43835383625,178.1940090387892,170.6826986337108,0.043059970699617325,1.690424781503352,172.15075374,172.292297695,170.33566067,171.38475116,171420488.0
2015-03-16,0.013602798289933826,0.013511110764799383,0.00134382799001731,-0.015802632199632072,-0.005434264467537808,171.702808753,173.0841112315,174.39089498075,171.5219655352,,172.53808720643272,172.9582014248507,173.22213596390247,172.41084411833245,,0.005599166741632189,,,52.13403425986986,54.081632653061234,35.75680272108857,174.39089498075,178.1578542088277,170.6239357526723,0.04320132915762039,1.7391760667531115,172.08414482,173.757693935,172.08414482,173.71606336,147089314.0
2015-03-17,-0.003115414110429371,-0.003120277115779224,0.014585365853658105,-0.0148256915498296,-0.01032546631138187,172.20071043000002,172.823503832,174.30055663299999,171.564595244,,172.75034676595516,172.99759496305964,173.21763405162605,172.440805756241,,0.011548695901154815,,,50.30934161095599,46.8668407310706,39.771940107635864,174.30055663299999,178.09308730082256,170.5080259651774,0.043517137765749885,1.7136731398421745,172.891777975,173.53288883,172.33392827,173.174865885,103617858.0
2015-03-18,0.011683254002596177,0.011615531757632525,0.0289486552567233,0.0009990009990008542,0.0012847965738753686,173.18652244599997,172.84098867350002,174.31179688825,171.70880355580002,,173.5662684539701,173.39768893886696,173.40625098289976,172.54893540619233,,0.17747693577371138,,,56.4465212917665,78.59007832898153,59.84618390437112,174.31179688825,178.11355779894618,170.51003597755383,0.04362023659400924,1.8672191555677333,172.641994525,175.89750549,172.03418813,175.19811183,241441102.0
2015-03-19,-0.004372207965022246,-0.004381794017949581,0.01144208950900416,-0.004797871835067413,-0.002285931993523782,173.581180297,172.756894912,174.29181421225002,171.86999714220002,,173.85488205264676,173.58576535907295,173.50395177024265,172.62278536085145,,0.2443495454085962,,,53.7403171781394,66.57963446475193,64.01218450826802,174.29181421225002,178.08662789700162,170.49700052749841,0.04354551820925261,1.816512786241466,174.88171946,175.089872335,174.040781845,174.43210925,128549420.0
2015-03-20,0.009062067768351723,0.009021253620637104,0.02700399921040475,0.01878796721672127,0.0005608822295992688,174.50679503400002,173.0814887715,174.2967475685,172.0213409878,,174.57419631676453,174.02704890196875,173.74289206307668,172.75572808572002,,0.42005497597261865,,,58.19447163764975,92.43741192185826,79.20237490519725,174.2967475685,178.1002314159933,170.49326372100668,0.0436437730543252,1.8337220966527903,175.352097206,176.489552382,175.310279001,176.012824845,171657538.0
2015-03-23,-0.002138275124732747,-0.002140564499111264,0.011054807499409458,0.012413491249168906,-0.0011531084015493631,174.890874562,173.2968416575,174.28660948425002,172.10537605079998,,174.9282845445097,174.31966928342896,173.92323196183128,172.86869800392708,,0.5229056478848975,,,56.79233231529668,85.44663548099963,81.48789395586995,174.28660948425002,178.07464311317116,170.49857585532888,0.04346901509106997,1.769053671963306,175.996097563,176.564825151,175.636461,175.636461,72693102.0
2015-03-24,-0.005619047619047524,-0.005634893855503975,0.008515586078059023,0.023225154870123887,-0.009673024180277268,175.1858116574,173.69326104369998,174.2013149616,172.19814823434,,174.83537348367315,174.37964784316915,173.99240523803783,172.93853539051818,,0.5187997855496747,,,53.174354940374414,69.9754912175582,82.61984620680538,174.2013149616,177.87424704240883,170.52838288079116,0.04216882153407942,1.7418615815373573,175.527733667,175.97100664,174.582642234,174.649551362,79540433.0
2015-03-25,-0.01465376879609237,-0.01476219581271021,-0.01773897322030271,0.010696162616057991,-0.023262769930608496,174.5642447346,173.8753835903,173.99638284665,172.26537936916,,173.92034139444877,173.9633986382293,173.81125018831995,172.9052703640665,,0.3055120722380309,,,45.14297107994346,29.85540524626026,61.75917731493937,173.99638284665,177.6602091367207,170.33255655657928,0.042113821335007795,1.8348975631418305,174.808460541,175.092824335,172.048459011,172.090277216,171234300.0
2015-03-26,-0.002381415241057505,-0.0023842553201669503,-0.015774907812736716,-0.0045133162109219915,-0.02448239195140467,174.01391464600002,173.7975474715,173.78095114925,172.3339059069,,173.1737138652992,173.54831866891487,173.60831767581328,172.85723853829919,,0.10223262807377864,0.3332538884983499,-0.23102126042457127,43.99700798004058,23.430947035170146,41.08728116632954,173.78095114925,177.4574307282159,170.1044715702841,0.04231165216501092,1.8382491104174152,171.421185936,172.600459317,170.718640092,171.680458807,162073457.0
2015-03-27,0.0023383835923416196,0.002335653828091644,-0.022333095747208542,0.004067820563272706,-0.018905723987733825,173.22773239199998,173.867263713,173.6151498985,172.4294450822,,172.80978043519946,173.28169956093035,173.4629458566882,172.82683363777764,,-0.026172056124124765,0.261368699573855,-0.28754075569797977,45.45765128115461,29.724293854196933,27.670215378542448,173.6151498985,177.28406771368557,169.9462320833144,0.042264950003850776,1.7690755071018862,171.588458756,172.249186395,171.379367731,172.081913575,121482004.0
2015-03-30,0.012102065613608826,0.012029421129130746,-0.008380952380952378,0.0025812053032241433,-0.013262216734446497,172.9333322288,173.91210339539998,173.49810731345002,172.59944008278,,173.26134035146632,173.44220149239754,173.52975674500362,172.87928958076677,,0.03965331459403387,0.2170256225778908,-0.17737230798385692,52.39409071828609,62.37103047790037,38.50875712242248,173.49810731345002,176.93262375161635,170.0635908752837,0.03959139948381528,1.8135702084517524,173.093914136,174.473914901,173.093914136,174.164460184,94678431.0
2015-03-31,-0.00869189396849801,-0.008729888803811647,-0.011445263863614774,-0.0030271409151725326,-0.01780795300751581,172.53355018899998,173.8596809232,173.3415923776,172.69486377114,,173.0577739553109,173.29828143250708,173.44603145147946,172.87032297614846,,-0.029986482838694428,0.16762320149457377,-0.1976096843332682,47.65023252384498,37.163579482626595,43.086301271574634,173.3415923776,176.62781974850873,170.05536500669126,0.03791620148210194,1.7963412298480554,173.344823366,174.04736921,172.592095676,172.650641163,121384611.0
2015-04-01,-0.0035363077072131377,-0.003542575223586475,-0.00029160186625210027,-0.018025402368858412,-0.017044408764831376,172.5235138198,173.5438792772,173.19243397534999,172.77058304014,,172.71854776020726,173.06952033023305,173.31213277705285,172.8377650308093,,-0.1329103590969396,0.1075164893762711,-0.24042684847321072,45.84724946800153,27.362172008762847,42.2989273230966,173.19243397534999,176.43025312008535,169.95461483061462,0.037389845161437,1.7827325042874802,172.642277522,172.642277522,171.044822091,172.04009537,147702691.0
2015-04-02,0.003403014098201318,0.0033972369484960296,0.005504944706971049,-0.010356803101032264,-0.015104984322199755,172.71253210639998,173.36322337619998,173.0600591441,172.84169222114,,172.68754858680484,172.9887984956452,173.2467439640002,172.82944288215012,,-0.1653311231272312,0.05294696687557065,-0.21827809000280185,47.883637700921746,32.61802575107299,32.381259080820804,173.0600591441,176.16035943032813,169.95975885787186,0.035829183250730784,1.7497841309812319,171.939731678,173.110641418,171.78918614,172.62555024,91284296.0
2015-04-06,0.006976744186046435,0.006952519314881833,0.010157958687727842,-0.012401995723450021,0.006152963204197004,173.0621323002,173.1449323461,173.1132105588,172.88709852051997,,173.06833723920323,173.14172868625516,173.30228401923827,172.86867706496776,,-0.09277324593011826,0.023802924314432868,-0.11657617024455114,51.891484822212874,53.218884120171545,37.733027293335795,173.1132105588,176.2279989900473,169.99842212755271,0.03598556599109824,1.8183580990540007,171.780822499,174.340096645,171.630276961,173.829914544,113536418.0
2015-04-07,-0.002694380292532661,-0.002698016668435166,-0.004610065309258671,-0.012952380952381048,-0.0006996739708207134,172.90155039299998,172.9174413109,173.10714148419999,172.94112195037997,,173.1660750421355,173.18169631566332,173.30792846007273,172.88800544077296,,-0.07223102335200338,0.004596134781145619,-0.076827158133149,50.27237367675493,45.20743919885541,43.68144969003331,173.10714148419999,176.21949676392396,169.99478620447601,0.035958716122731944,1.7780858169787157,173.846641826,174.591005875,173.336459725,173.361550648,78927645.0
2015-04-08,0.0035700501736781742,0.0035636926711326566,0.007702368841738139,-0.0038310506656452636,0.019305127459453564,173.1675141768,172.8505321829,173.2718966133,172.99969702081998,,173.43753672209036,173.3269260913609,173.37197909073248,172.93084679925246,,-0.0059418511172850685,0.0024885376014594815,-0.00843038871874455,52.38653781956582,55.79399141630917,51.406771578445365,173.2718966133,176.19725264605805,170.34654058054193,0.03376607620665377,1.735910903051664,173.570641673,174.38191485,173.194277828,173.980460082,95376096.0
2015-04-09,0.004326507066628293,0.004317174643110988,0.01565386485172615,0.015357698289268917,0.026218129343637875,173.7061326572,173.11482323849998,173.4951034144,173.11745505456003,,173.86942040539358,173.58261003329525,173.50161801275794,173.00152683739944,,0.10610847677168067,0.02321252543550372,0.08289595133617694,54.89803070081412,68.66952789699582,56.55698617072013,173.4951034144,176.13746632090138,170.85274050789863,0.030460374437081213,1.730800449905115,173.813187262,174.950642438,173.286277879,174.733187772,95310611.0
2015-04-10,0.005456634118322867,0.0054418006265315455,0.017732558139535115,0.02333511959857759,0.01871648461408748,174.3183511784,173.5154416424,173.65649455695,173.29841059928,,174.47516121892906,173.96516145378703,173.70971561592387,173.1068255044034,,0.2687470760149324,0.07231943555138946,0.19642764046354294,57.925424764280095,84.97854077253231,69.81402002861243,173.65649455695,176.41759681457594,170.89539229932407,0.031799585321243974,1.677067988983321,174.975733361,175.711733769,174.766642336,175.686642846,77321442.0
2015-04-13,-0.004760544606303152,-0.00477191209006822,0.005869899923018007,0.016087484811664776,0.020220746376465648,174.5224240188,173.79227815949997,173.82977093625,173.4314991919,,174.60020039461938,174.126091870553,173.81834067593113,173.17519621976012,,0.3263893315358075,0.12313341474827308,0.20325591678753444,54.47142713008171,75.99999999999964,76.54935622317593,173.82977093625,176.4290876519008,171.23045422059917,0.029906461955864667,1.6522644839845138,175.502642744,176.155006742,174.825187823,174.850278746,81679499.0
2015-04-14,0.0020568257916389054,0.0020547134214918827,0.010661906599768844,0.006002689204763767,0.008599388681197029,174.892096951,173.896823672,173.9044635337,173.61407717998,,174.80343869941294,174.32315067754337,173.95087159336626,173.2549891252205,,0.39652006289222186,0.17781074437706285,0.218709318515159,55.69480494461445,82.6153846153844,81.19797512930546,173.9044635337,176.57139159181366,171.23753547558636,0.030671185821482323,1.6304274637713339,174.683005926,175.393915411,174.04736921,175.209915309,79768915.0
