Model,Train_MSE,Train_RMSE,Train_MAE,Train_R2,Test_MSE,Test_RMSE,Test_MAE,Test_R2
SVR,0.6538726924649189,0.8086239499698973,0.25203929127083197,0.9998853885391418,31749.477230756922,178.1838298801463,156.6149295790308,-4.345083274716576
HMM,8.114934443845302,2.8486724002323087,1.7514917332063753,0.9985776061577494,29.14104990877167,5.398245076760749,3.762566479870028,0.9950940502943411
